方向,起始时间,结束时间,持续K数,涨跌幅%,同向连续K,净向10K,F10通过,确认可入场,确认时间,确认入场价,确认后空间%,确认后MAE%,峰值在确认前
做空,2022-08-06 20:00:00+00:00,2022-08-07 16:00:00+00:00,6,-1.457270679903543,5.0,False,False,False,,,,,
做空,2022-08-07 16:00:00+00:00,2022-08-07 20:00:00+00:00,2,-1.5002483310110755,1.0,False,False,False,,,,,
做多,2022-08-07 20:00:00+00:00,2022-08-08 00:00:00+00:00,2,-1.4347744155442963,8.0,True,False,False,,,,,
做多,2022-08-08 00:00:00+00:00,2022-08-09 00:00:00+00:00,7,2.4035317191035332,7.0,True,False,False,,,,,
做多,2022-08-09 00:00:00+00:00,2022-08-09 08:00:00+00:00,3,-1.1957838334784052,2.0,False,False,False,,,,,
做空,2022-08-09 08:00:00+00:00,2022-08-10 12:00:00+00:00,8,0.8935839634202516,6.0,True,False,False,,,,,
做多,2022-08-10 12:00:00+00:00,2022-08-12 00:00:00+00:00,10,1.6819635344295365,10.0,True,True,False,,,,,
做多,2022-08-12 00:00:00+00:00,2022-08-12 08:00:00+00:00,3,-1.4657479314058537,8.0,True,False,False,,,,,
做空,2022-08-12 08:00:00+00:00,2022-08-12 12:00:00+00:00,2,-1.8068072654561025,0.0,False,False,False,,,,,
做多,2022-08-12 12:00:00+00:00,2022-08-14 16:00:00+00:00,14,2.683946747908981,10.0,True,True,True,2022-08-14 04:00:00+00:00,24867.1,0.022117577039542206,2.9319864399145805,True
做多,2022-08-14 16:00:00+00:00,2022-08-15 00:00:00+00:00,3,1.0729568833137502,2.0,True,False,False,,,,,
做多,2022-08-15 00:00:00+00:00,2022-08-15 04:00:00+00:00,2,-1.604897829148603,1.0,False,False,False,,,,,
做空,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2,-1.6483827080597198,8.0,True,False,False,,,,,
做空,2022-08-15 08:00:00+00:00,2022-08-15 12:00:00+00:00,2,-1.8921541880626818,9.0,True,False,False,,,,,
做多,2022-08-15 12:00:00+00:00,2022-08-15 16:00:00+00:00,2,-1.672443781432595,0.0,False,False,False,,,,,
做空,2022-08-15 16:00:00+00:00,2022-08-15 20:00:00+00:00,2,-1.0369287968435013,10.0,True,True,False,,,,,
做空,2022-08-15 20:00:00+00:00,2022-08-16 00:00:00+00:00,2,-1.8519462478866864,10.0,True,True,False,,,,,
做空,2022-08-16 00:00:00+00:00,2022-08-17 04:00:00+00:00,8,-1.0086561528714317,10.0,True,True,False,,,,,
做空,2022-08-17 04:00:00+00:00,2022-08-20 12:00:00+00:00,21,11.076530650970897,10.0,True,True,True,2022-08-18 20:00:00+00:00,23185.1,10.45973491595895,0.06426541183778141,False
做空,2022-08-20 12:00:00+00:00,2022-08-20 16:00:00+00:00,2,-0.7145149458922504,4.0,True,False,False,,,,,
做空,2022-08-20 16:00:00+00:00,2022-08-21 00:00:00+00:00,3,-1.0572463580350524,3.0,False,False,False,,,,,
做空,2022-08-21 00:00:00+00:00,2022-08-21 04:00:00+00:00,2,-1.6707777037837317,2.0,False,False,False,,,,,
做空,2022-08-21 04:00:00+00:00,2022-08-21 08:00:00+00:00,2,-1.9010869361071479,2.0,False,False,False,,,,,
做多,2022-08-21 08:00:00+00:00,2022-08-21 20:00:00+00:00,4,-0.759263376115043,4.0,True,False,False,,,,,
做多,2022-08-21 20:00:00+00:00,2022-08-22 04:00:00+00:00,3,-1.738877161559664,3.0,True,False,False,,,,,
做空,2022-08-22 04:00:00+00:00,2022-08-22 08:00:00+00:00,2,-0.9586846999466896,1.0,False,False,False,,,,,
做空,2022-08-22 08:00:00+00:00,2022-08-22 12:00:00+00:00,2,-1.8695781477683175,1.0,False,False,False,,,,,
做多,2022-08-22 12:00:00+00:00,2022-08-22 16:00:00+00:00,2,-1.2430785070576595,5.0,True,False,False,,,,,
做空,2022-08-22 16:00:00+00:00,2022-08-22 20:00:00+00:00,2,-1.9115224090103091,1.0,False,False,False,,,,,
做多,2022-08-22 20:00:00+00:00,2022-08-23 00:00:00+00:00,2,-1.6032117006784492,5.0,True,False,False,,,,,
做空,2022-08-23 00:00:00+00:00,2022-08-23 04:00:00+00:00,2,-0.2259832758363457,1.0,False,False,False,,,,,
做多,2022-08-23 04:00:00+00:00,2022-08-24 00:00:00+00:00,6,-0.11568086542107206,4.0,True,False,False,,,,,
做空,2022-08-24 00:00:00+00:00,2022-08-24 04:00:00+00:00,2,-1.775026016070393,1.0,False,False,False,,,,,
做多,2022-08-24 04:00:00+00:00,2022-08-24 08:00:00+00:00,2,-1.6638617143927885,6.0,True,False,False,,,,,
做多,2022-08-24 08:00:00+00:00,2022-08-24 20:00:00+00:00,4,0.4756792466185455,7.0,True,False,False,,,,,
做空,2022-08-24 20:00:00+00:00,2022-08-25 00:00:00+00:00,2,-1.4214653885280397,2.0,True,False,False,,,,,
做多,2022-08-25 00:00:00+00:00,2022-08-26 04:00:00+00:00,8,-0.7457849434402347,7.0,False,False,False,,,,,
做多,2022-08-26 04:00:00+00:00,2022-08-26 08:00:00+00:00,2,-1.4455254066724812,0.0,False,False,False,,,,,
做空,2022-08-26 08:00:00+00:00,2022-08-26 12:00:00+00:00,2,0.5644482937542096,10.0,True,True,False,,,,,
做空,2022-08-26 12:00:00+00:00,2022-08-28 00:00:00+00:00,10,2.1968743090077765,10.0,True,True,False,,,,,
做空,2022-08-28 00:00:00+00:00,2022-08-28 04:00:00+00:00,2,-1.7983069728472818,8.0,True,False,False,,,,,
做空,2022-08-28 04:00:00+00:00,2022-08-28 08:00:00+00:00,2,-1.74600032848726,7.0,True,False,False,,,,,
做空,2022-08-28 08:00:00+00:00,2022-08-28 16:00:00+00:00,3,-1.0268770437774872,6.0,True,False,False,,,,,
做空,2022-08-28 16:00:00+00:00,2022-08-29 00:00:00+00:00,3,0.5663874028762084,4.0,True,False,False,,,,,
做空,2022-08-29 00:00:00+00:00,2022-08-29 04:00:00+00:00,2,-1.7534601803972205,2.0,False,False,False,,,,,
做空,2022-08-29 04:00:00+00:00,2022-08-29 08:00:00+00:00,2,-1.6991568655384017,3.0,False,False,False,,,,,
做空,2022-08-29 08:00:00+00:00,2022-08-29 12:00:00+00:00,2,-1.652956628433909,3.0,False,False,False,,,,,
做多,2022-08-29 12:00:00+00:00,2022-08-30 12:00:00+00:00,7,-0.6052445380127397,5.0,True,False,False,,,,,
做空,2022-08-30 12:00:00+00:00,2022-08-30 16:00:00+00:00,2,-1.2006016200330976,2.0,False,False,False,,,,,
做空,2022-08-30 16:00:00+00:00,2022-08-30 20:00:00+00:00,2,-1.8390419479468432,1.0,False,False,False,,,,,
做空,2022-08-30 20:00:00+00:00,2022-08-31 00:00:00+00:00,2,-1.8069270393641375,1.0,False,False,False,,,,,
做多,2022-08-31 00:00:00+00:00,2022-08-31 12:00:00+00:00,4,-1.5319668274170373,6.0,False,False,False,,,,,
做多,2022-08-31 12:00:00+00:00,2022-08-31 16:00:00+00:00,2,-1.7777448417813355,3.0,False,False,False,,,,,
做多,2022-08-31 16:00:00+00:00,2022-08-31 20:00:00+00:00,2,-1.8066404668636178,4.0,False,False,False,,,,,
做多,2022-08-31 20:00:00+00:00,2022-09-01 00:00:00+00:00,2,-1.7994401333882681,5.0,True,False,False,,,,,
做多,2022-09-01 00:00:00+00:00,2022-09-01 04:00:00+00:00,2,-1.7874209850496456,5.0,True,False,False,,,,,
做空,2022-09-01 04:00:00+00:00,2022-09-01 08:00:00+00:00,2,-1.8847223814138396,2.0,False,False,False,,,,,
做多,2022-09-01 08:00:00+00:00,2022-09-01 12:00:00+00:00,2,-1.7728149852528161,5.0,True,False,False,,,,,
做空,2022-09-01 12:00:00+00:00,2022-09-01 20:00:00+00:00,3,-1.4377000467158927,4.0,False,False,False,,,,,
做多,2022-09-01 20:00:00+00:00,2022-09-02 00:00:00+00:00,2,-1.3250832511442896,4.0,False,False,False,,,,,
做多,2022-09-02 00:00:00+00:00,2022-09-02 08:00:00+00:00,3,-1.6398840283249683,3.0,False,False,False,,,,,
做多,2022-09-02 08:00:00+00:00,2022-09-02 16:00:00+00:00,3,-0.41304819204565424,1.0,False,False,False,,,,,
做空,2022-09-02 16:00:00+00:00,2022-09-02 20:00:00+00:00,2,-1.8985450560221173,10.0,True,True,False,,,,,
做空,2022-09-02 20:00:00+00:00,2022-09-03 00:00:00+00:00,2,-1.835102442547589,10.0,True,True,False,,,,,
做空,2022-09-03 00:00:00+00:00,2022-09-04 12:00:00+00:00,10,-0.33488798756305727,9.0,True,False,False,,,,,
做空,2022-09-04 12:00:00+00:00,2022-09-04 16:00:00+00:00,2,-1.5312071599659363,6.0,True,False,False,,,,,
做多,2022-09-04 16:00:00+00:00,2022-09-04 20:00:00+00:00,2,-1.0779725414042522,2.0,True,False,False,,,,,
做多,2022-09-04 20:00:00+00:00,2022-09-05 00:00:00+00:00,2,-1.3032507349452909,2.0,False,False,False,,,,,
做多,2022-09-05 00:00:00+00:00,2022-09-05 04:00:00+00:00,2,-1.4106894719969276,2.0,False,False,False,,,,,
做空,2022-09-05 04:00:00+00:00,2022-09-05 12:00:00+00:00,3,-1.2190581205974085,5.0,True,False,False,,,,,
做空,2022-09-05 12:00:00+00:00,2022-09-05 16:00:00+00:00,2,-1.4391459103889375,5.0,True,False,False,,,,,
做空,2022-09-05 16:00:00+00:00,2022-09-06 00:00:00+00:00,3,-1.4301033359108695,6.0,True,False,False,,,,,
做空,2022-09-06 00:00:00+00:00,2022-09-06 04:00:00+00:00,2,-1.4622114412582379,8.0,True,False,False,,,,,
做多,2022-09-06 04:00:00+00:00,2022-09-06 08:00:00+00:00,2,-0.9734405670346178,1.0,False,False,False,,,,,
做多,2022-09-06 08:00:00+00:00,2022-09-06 12:00:00+00:00,2,-1.353285963929114,2.0,False,False,False,,,,,
做空,2022-09-06 12:00:00+00:00,2022-09-07 16:00:00+00:00,8,4.504255266675516,7.0,True,False,False,,,,,
做空,2022-09-07 16:00:00+00:00,2022-09-07 20:00:00+00:00,2,-1.7000586454852573,0.0,False,False,False,,,,,
做多,2022-09-07 20:00:00+00:00,2022-09-08 04:00:00+00:00,3,-1.6332088668481928,10.0,True,True,False,,,,,
做多,2022-09-08 04:00:00+00:00,2022-09-08 12:00:00+00:00,3,-1.4666297286638459,10.0,True,True,False,,,,,
做多,2022-09-08 12:00:00+00:00,2022-09-08 16:00:00+00:00,2,-1.6185257689067856,10.0,True,True,False,,,,,
做多,2022-09-08 16:00:00+00:00,2022-09-10 12:00:00+00:00,12,10.233548486584343,10.0,True,True,True,2022-09-10 08:00:00+00:00,21279.0,0.35997932233656915,0.7838714225292507,True
做多,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2,-0.32562941590463934,10.0,True,True,False,,,,,
做多,2022-09-10 16:00:00+00:00,2022-09-11 04:00:00+00:00,4,-0.7792610668085521,10.0,True,True,False,,,,,
做多,2022-09-11 04:00:00+00:00,2022-09-11 12:00:00+00:00,3,-1.0256371293350544,10.0,True,True,False,,,,,
做多,2022-09-11 12:00:00+00:00,2022-09-11 20:00:00+00:00,3,-1.0061770860373567,10.0,True,True,False,,,,,
做多,2022-09-11 20:00:00+00:00,2022-09-12 00:00:00+00:00,2,0.8585947418986821,9.0,True,False,False,,,,,
做多,2022-09-12 00:00:00+00:00,2022-09-13 12:00:00+00:00,10,0.38844634645738946,8.0,True,False,False,,,,,
做空,2022-09-13 12:00:00+00:00,2022-09-17 00:00:00+00:00,22,4.659711550315815,10.0,True,True,True,2022-09-15 04:00:00+00:00,20195.2,4.432736491839648,0.08962525748692038,False
做空,2022-09-17 00:00:00+00:00,2022-09-17 16:00:00+00:00,5,-2.0245048262477363,5.0,True,False,False,,,,,
做空,2022-09-17 16:00:00+00:00,2022-09-17 20:00:00+00:00,2,-1.9119439223193462,9.0,True,False,False,,,,,
做多,2022-09-17 20:00:00+00:00,2022-09-18 00:00:00+00:00,2,-1.7826388213392372,0.0,False,False,False,,,,,
做空,2022-09-18 00:00:00+00:00,2022-09-18 04:00:00+00:00,2,-1.8156504668350104,9.0,True,False,False,,,,,
做空,2022-09-18 04:00:00+00:00,2022-09-18 08:00:00+00:00,2,-0.7837013127231696,8.0,True,False,False,,,,,
做空,2022-09-18 08:00:00+00:00,2022-09-19 12:00:00+00:00,8,6.132854701229905,7.0,True,False,False,,,,,
做空,2022-09-19 12:00:00+00:00,2022-09-19 16:00:00+00:00,2,-2.221306021927734,6.0,True,False,False,,,,,
做多,2022-09-19 16:00:00+00:00,2022-09-20 00:00:00+00:00,3,-1.5321277058238518,3.0,False,False,False,,,,,
做多,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2,-2.078488971404416,1.0,False,False,False,,,,,
做多,2022-09-20 04:00:00+00:00,2022-09-20 08:00:00+00:00,2,-2.068793627048648,0.0,False,False,False,,,,,
做空,2022-09-20 08:00:00+00:00,2022-09-20 12:00:00+00:00,2,-0.09575217709586463,10.0,True,True,False,,,,,
做空,2022-09-20 12:00:00+00:00,2022-09-20 16:00:00+00:00,2,-1.8605298809647046,10.0,True,True,False,,,,,
做空,2022-09-20 16:00:00+00:00,2022-09-21 12:00:00+00:00,6,-2.308717074631984,9.0,True,False,False,,,,,
做空,2022-09-21 12:00:00+00:00,2022-09-21 16:00:00+00:00,2,1.7765393002717769,4.0,True,False,False,,,,,
做空,2022-09-21 16:00:00+00:00,2022-09-22 08:00:00+00:00,5,-1.1973970237063976,3.0,True,False,False,,,,,
做多,2022-09-22 08:00:00+00:00,2022-09-22 12:00:00+00:00,2,-2.28484957459138,4.0,True,False,False,,,,,
做空,2022-09-22 12:00:00+00:00,2022-09-22 16:00:00+00:00,2,-2.565671886348125,3.0,False,False,False,,,,,
做多,2022-09-22 16:00:00+00:00,2022-09-23 08:00:00+00:00,5,-2.374549969598198,3.0,True,False,False,,,,,
做空,2022-09-23 08:00:00+00:00,2022-09-23 20:00:00+00:00,4,-0.8543071090289518,2.0,True,False,False,,,,,
做多,2022-09-23 20:00:00+00:00,2022-09-24 00:00:00+00:00,2,-2.356029849303464,2.0,False,False,False,,,,,
做多,2022-09-24 00:00:00+00:00,2022-09-24 04:00:00+00:00,2,-2.3218333030268696,2.0,False,False,False,,,,,
做空,2022-09-24 04:00:00+00:00,2022-09-24 08:00:00+00:00,2,-2.431901670396692,3.0,True,False,False,,,,,
做空,2022-09-24 08:00:00+00:00,2022-09-24 12:00:00+00:00,2,-2.3554435247669514,4.0,True,False,False,,,,,
做多,2022-09-24 12:00:00+00:00,2022-09-24 16:00:00+00:00,2,-2.1621751551223327,2.0,False,False,False,,,,,
做多,2022-09-24 16:00:00+00:00,2022-09-24 20:00:00+00:00,2,-2.095659989773175,2.0,False,False,False,,,,,
做空,2022-09-24 20:00:00+00:00,2022-09-25 04:00:00+00:00,3,-2.214830796747202,6.0,True,False,False,,,,,
做多,2022-09-25 04:00:00+00:00,2022-09-25 08:00:00+00:00,2,-1.5905850186597705,3.0,False,False,False,,,,,
做多,2022-09-25 08:00:00+00:00,2022-09-25 12:00:00+00:00,2,-1.9224674132338668,4.0,True,False,False,,,,,
做空,2022-09-25 12:00:00+00:00,2022-09-25 16:00:00+00:00,2,-2.017751200420519,5.0,False,False,False,,,,,
做空,2022-09-25 16:00:00+00:00,2022-09-26 08:00:00+00:00,5,-0.7132660880480194,4.0,False,False,False,,,,,
做空,2022-09-26 08:00:00+00:00,2022-09-26 12:00:00+00:00,2,-1.9567081741117072,3.0,False,False,False,,,,,
做多,2022-09-26 12:00:00+00:00,2022-09-26 16:00:00+00:00,2,-1.863318600490466,6.0,True,False,False,,,,,
做多,2022-09-26 16:00:00+00:00,2022-09-27 16:00:00+00:00,7,3.8615550144367328,5.0,True,False,False,,,,,
做空,2022-09-27 16:00:00+00:00,2022-09-28 20:00:00+00:00,8,-0.48039993585957613,10.0,True,True,False,,,,,
做空,2022-09-28 20:00:00+00:00,2022-09-29 16:00:00+00:00,6,0.5970413263243484,9.0,True,False,False,,,,,
做空,2022-09-29 16:00:00+00:00,2022-09-29 20:00:00+00:00,2,-2.3420396936936974,5.0,True,False,False,,,,,
做空,2022-09-29 20:00:00+00:00,2022-09-30 00:00:00+00:00,2,-1.8968585728544416,6.0,True,False,False,,,,,
做空,2022-09-30 00:00:00+00:00,2022-09-30 04:00:00+00:00,2,-2.257332249016182,7.0,True,False,False,,,,,
做空,2022-09-30 04:00:00+00:00,2022-09-30 08:00:00+00:00,2,-2.201183068525483,8.0,True,False,False,,,,,
做空,2022-09-30 08:00:00+00:00,2022-09-30 12:00:00+00:00,2,-0.47811298248159806,9.0,True,False,False,,,,,
做多,2022-09-30 12:00:00+00:00,2022-09-30 16:00:00+00:00,2,-2.151349499365124,0.0,False,False,False,,,,,
做空,2022-09-30 16:00:00+00:00,2022-10-03 04:00:00+00:00,16,0.6270720806847261,10.0,True,True,True,2022-10-02 08:00:00+00:00,19180.9,1.4853317623260713,0.8253001683966823,False
做空,2022-10-03 04:00:00+00:00,2022-10-03 12:00:00+00:00,3,-1.7227019909865828,1.0,False,False,False,,,,,
做多,2022-10-03 12:00:00+00:00,2022-10-03 16:00:00+00:00,2,-0.8019449773373464,10.0,True,True,False,,,,,
做多,2022-10-03 16:00:00+00:00,2022-10-05 04:00:00+00:00,10,2.6844276795506303,9.0,True,False,False,,,,,
做多,2022-10-05 04:00:00+00:00,2022-10-05 08:00:00+00:00,2,-1.5330607422229638,5.0,False,False,False,,,,,
做空,2022-10-05 08:00:00+00:00,2022-10-05 16:00:00+00:00,3,-0.3477874441343671,4.0,True,False,False,,,,,
做多,2022-10-05 16:00:00+00:00,2022-10-05 20:00:00+00:00,2,-1.5524672260220407,4.0,False,False,False,,,,,
做多,2022-10-05 20:00:00+00:00,2022-10-06 08:00:00+00:00,4,-0.3841526020684927,3.0,False,False,False,,,,,
做多,2022-10-06 08:00:00+00:00,2022-10-06 12:00:00+00:00,2,-1.158891264484168,0.0,False,False,False,,,,,
做空,2022-10-06 12:00:00+00:00,2022-10-06 16:00:00+00:00,2,-1.612100212030372,10.0,True,True,False,,,,,
做空,2022-10-06 16:00:00+00:00,2022-10-09 08:00:00+00:00,17,2.1309582278105808,10.0,True,True,True,2022-10-08 08:00:00+00:00,19526.3,1.6710795183931377,0.12137476121948719,False
做空,2022-10-09 08:00:00+00:00,2022-10-09 12:00:00+00:00,2,-1.260695551913382,9.0,True,False,False,,,,,
做多,2022-10-09 12:00:00+00:00,2022-10-09 16:00:00+00:00,2,-1.1563014234852422,0.0,False,False,False,,,,,
做空,2022-10-09 16:00:00+00:00,2022-10-10 00:00:00+00:00,3,-1.2154097073459071,10.0,True,True,False,,,,,
做空,2022-10-10 00:00:00+00:00,2022-10-11 12:00:00+00:00,10,1.658696566642574,10.0,True,True,False,,,,,
做空,2022-10-11 12:00:00+00:00,2022-10-12 04:00:00+00:00,5,-1.1965870488705743,7.0,True,False,False,,,,,
做空,2022-10-12 04:00:00+00:00,2022-10-12 08:00:00+00:00,2,-1.110520857606472,4.0,True,False,False,,,,,
做空,2022-10-12 08:00:00+00:00,2022-10-12 12:00:00+00:00,2,-0.2493732861162925,4.0,False,False,False,,,,,
做空,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2,-1.104043671729208,4.0,False,False,False,,,,,
做空,2022-10-12 16:00:00+00:00,2022-10-12 20:00:00+00:00,2,-1.0797530373503281,4.0,False,False,False,,,,,
做多,2022-10-12 20:00:00+00:00,2022-10-13 00:00:00+00:00,2,-1.0237358058743646,6.0,True,False,False,,,,,
做空,2022-10-13 00:00:00+00:00,2022-10-13 16:00:00+00:00,5,4.758974472791523,3.0,False,False,False,,,,,
做多,2022-10-13 16:00:00+00:00,2022-10-14 16:00:00+00:00,7,0.8923308691615481,5.0,True,False,False,,,,,
做空,2022-10-14 16:00:00+00:00,2022-10-16 00:00:00+00:00,9,-0.8748470374424052,9.0,True,False,False,,,,,
做空,2022-10-16 00:00:00+00:00,2022-10-16 04:00:00+00:00,2,-1.2516301159526098,1.0,False,False,False,,,,,
做空,2022-10-16 04:00:00+00:00,2022-10-16 08:00:00+00:00,2,-1.0874725407314505,0.0,False,False,False,,,,,
做多,2022-10-16 08:00:00+00:00,2022-10-16 12:00:00+00:00,2,-1.135309378646533,10.0,True,True,False,,,,,
做多,2022-10-16 12:00:00+00:00,2022-10-16 16:00:00+00:00,2,-0.0246755927270066,10.0,True,True,False,,,,,
做多,2022-10-16 16:00:00+00:00,2022-10-16 20:00:00+00:00,2,-0.9016353856123134,10.0,True,True,False,,,,,
做多,2022-10-16 20:00:00+00:00,2022-10-17 00:00:00+00:00,2,-1.126241486607044,9.0,True,False,False,,,,,
做多,2022-10-17 00:00:00+00:00,2022-10-18 12:00:00+00:00,10,0.9852721341534989,8.0,True,False,False,,,,,
做空,2022-10-18 12:00:00+00:00,2022-10-18 16:00:00+00:00,2,-0.12623750459179459,10.0,True,True,False,,,,,
做空,2022-10-18 16:00:00+00:00,2022-10-18 20:00:00+00:00,2,-1.1923104701209155,10.0,True,True,False,,,,,
做空,2022-10-18 20:00:00+00:00,2022-10-20 12:00:00+00:00,11,0.43355490507088357,10.0,True,True,False,,,,,
做空,2022-10-20 12:00:00+00:00,2022-10-21 16:00:00+00:00,8,1.633044704274645,10.0,True,True,False,,,,,
做空,2022-10-21 16:00:00+00:00,2022-10-21 20:00:00+00:00,2,-1.1463715433516235,4.0,False,False,False,,,,,
做空,2022-10-21 20:00:00+00:00,2022-10-22 12:00:00+00:00,5,-0.9860791917460903,3.0,False,False,False,,,,,
做多,2022-10-22 12:00:00+00:00,2022-10-22 16:00:00+00:00,2,-0.9501075414739358,4.0,True,False,False,,,,,
做空,2022-10-22 16:00:00+00:00,2022-10-22 20:00:00+00:00,2,-0.9564388327536324,3.0,False,False,False,,,,,
做多,2022-10-22 20:00:00+00:00,2022-10-23 00:00:00+00:00,2,-0.901150206810266,5.0,True,False,False,,,,,
做多,2022-10-23 00:00:00+00:00,2022-10-23 04:00:00+00:00,2,-0.8561296064822328,5.0,True,False,False,,,,,
做空,2022-10-23 04:00:00+00:00,2022-10-23 12:00:00+00:00,3,-0.4125948170468777,2.0,False,False,False,,,,,
做空,2022-10-23 12:00:00+00:00,2022-10-23 16:00:00+00:00,2,-0.840665243542974,1.0,False,False,False,,,,,
做多,2022-10-23 16:00:00+00:00,2022-10-24 04:00:00+00:00,4,-0.03150897063372444,4.0,True,False,False,,,,,
做多,2022-10-24 04:00:00+00:00,2022-10-24 08:00:00+00:00,2,-0.6366179815822157,3.0,True,False,False,,,,,
做多,2022-10-24 08:00:00+00:00,2022-10-24 12:00:00+00:00,2,-0.8716061605571994,4.0,True,False,False,,,,,
做空,2022-10-24 12:00:00+00:00,2022-10-24 16:00:00+00:00,2,-0.953707770262809,2.0,False,False,False,,,,,
做多,2022-10-24 16:00:00+00:00,2022-10-24 20:00:00+00:00,2,-0.9277855563428287,6.0,True,False,False,,,,,
做空,2022-10-24 20:00:00+00:00,2022-10-25 00:00:00+00:00,2,-0.6875819247677866,2.0,False,False,False,,,,,
做多,2022-10-25 00:00:00+00:00,2022-10-25 04:00:00+00:00,2,-0.831290046714408,8.0,True,False,False,,,,,
做空,2022-10-25 04:00:00+00:00,2022-10-25 12:00:00+00:00,3,-0.7115181655377844,1.0,False,False,False,,,,,
做多,2022-10-25 12:00:00+00:00,2022-10-27 08:00:00+00:00,12,5.220409016868268,10.0,True,True,True,2022-10-27 04:00:00+00:00,20703.6,0.18982205993162016,1.2249077455128508,True
做多,2022-10-27 08:00:00+00:00,2022-10-27 12:00:00+00:00,2,-1.0966967642138086,4.0,False,False,False,,,,,
做空,2022-10-27 12:00:00+00:00,2022-10-27 16:00:00+00:00,2,-1.3156742675065234,4.0,True,False,False,,,,,
做多,2022-10-27 16:00:00+00:00,2022-10-27 20:00:00+00:00,2,-1.246946223649459,6.0,False,False,False,,,,,
做空,2022-10-27 20:00:00+00:00,2022-10-28 12:00:00+00:00,5,-0.25995111342664967,3.0,True,False,False,,,,,
做多,2022-10-28 12:00:00+00:00,2022-10-30 12:00:00+00:00,13,1.0596386798232518,10.0,True,True,True,2022-10-30 04:00:00+00:00,20842.5,0.16072927911718843,1.1294230538563104,True
做多,2022-10-30 12:00:00+00:00,2022-10-30 16:00:00+00:00,2,-1.2228340976762582,1.0,False,False,False,,,,,
做多,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2,-0.9879166012850519,1.0,False,False,False,,,,,
做空,2022-10-30 20:00:00+00:00,2022-10-31 00:00:00+00:00,2,-0.8153006814171004,4.0,True,False,False,,,,,
做空,2022-10-31 00:00:00+00:00,2022-10-31 08:00:00+00:00,3,-1.2493272090433756,4.0,True,False,False,,,,,
做多,2022-10-31 08:00:00+00:00,2022-10-31 12:00:00+00:00,2,-1.2030588598843972,1.0,False,False,False,,,,,
做空,2022-10-31 12:00:00+00:00,2022-11-01 00:00:00+00:00,4,-1.3383508193291263,6.0,True,False,False,,,,,
做空,2022-11-01 00:00:00+00:00,2022-11-01 04:00:00+00:00,2,-1.2578646452102216,9.0,True,False,False,,,,,
做多,2022-11-01 04:00:00+00:00,2022-11-01 08:00:00+00:00,2,-1.0179795209149785,0.0,False,False,False,,,,,
做空,2022-11-01 08:00:00+00:00,2022-11-01 12:00:00+00:00,2,-0.4508049551943018,10.0,True,True,False,,,,,
做空,2022-11-01 12:00:00+00:00,2022-11-02 00:00:00+00:00,4,-1.2364489953306474,10.0,True,True,False,,,,,
做空,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2,-0.8614228261672487,10.0,True,True,False,,,,,
做空,2022-11-02 04:00:00+00:00,2022-11-02 16:00:00+00:00,4,0.07080205750369263,10.0,True,True,False,,,,,
做空,2022-11-02 16:00:00+00:00,2022-11-04 04:00:00+00:00,10,-0.8625244512389147,8.0,True,False,False,,,,,
做多,2022-11-04 04:00:00+00:00,2022-11-04 12:00:00+00:00,3,1.8418835476585298,10.0,True,True,False,,,,,
做多,2022-11-04 12:00:00+00:00,2022-11-06 00:00:00+00:00,10,-0.4120255901572312,9.0,True,False,False,,,,,
做多,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2,-1.1297209618861355,2.0,False,False,False,,,,,
做空,2022-11-06 04:00:00+00:00,2022-11-06 08:00:00+00:00,2,-1.13553290963316,8.0,True,False,False,,,,,
做多,2022-11-06 08:00:00+00:00,2022-11-06 12:00:00+00:00,2,-1.0781852966634526,1.0,False,False,False,,,,,
做多,2022-11-06 12:00:00+00:00,2022-11-06 16:00:00+00:00,2,-1.0486413493264588,0.0,False,False,False,,,,,
做空,2022-11-06 16:00:00+00:00,2022-11-08 16:00:00+00:00,13,19.56680249534266,10.0,True,True,True,2022-11-08 08:00:00+00:00,19689.0,14.52079841535883,5.05866219716593,False
做空,2022-11-08 16:00:00+00:00,2022-11-10 04:00:00+00:00,10,5.436746643837222,10.0,True,True,False,,,,,
做空,2022-11-10 04:00:00+00:00,2022-11-10 08:00:00+00:00,2,-4.036954464652693,2.0,False,False,False,,,,,
做空,2022-11-10 08:00:00+00:00,2022-11-10 12:00:00+00:00,2,-4.040601871714856,2.0,False,False,False,,,,,
做多,2022-11-10 12:00:00+00:00,2022-11-11 12:00:00+00:00,7,-2.1242219892185346,5.0,True,False,False,,,,,
做空,2022-11-11 12:00:00+00:00,2022-11-11 16:00:00+00:00,2,-4.472446883213258,2.0,True,False,False,,,,,
做空,2022-11-11 16:00:00+00:00,2022-11-11 20:00:00+00:00,2,-4.357531198008174,2.0,True,False,False,,,,,
做多,2022-11-11 20:00:00+00:00,2022-11-12 00:00:00+00:00,2,-3.8471605483962055,2.0,False,False,False,,,,,
