序号,信号时间,方向,6K极值,回调线,触发线,信号收盘价,窗口内最低(未及回调线),窗口内顺向行情%,年份
1,2026-08-21 04:00,做多,72945.3,70048.2,70800.49,72998.7,72992.4,8.98,2026
2,2026-08-20 16:00,做多,70450.0,70450.0,71127.0,71896.2,71100.0,10.65,2026
3,2026-08-19 20:00,做多,65057.9,65057.9,65483.71,68523.7,67803.6,6.31,2026
4,2026-08-17 08:00,做多,63370.0,63132.2,63490.73,63409.8,63255.0,1.88,2026
5,2026-08-11 00:00,做空,64171.8,64794.4,64376.89,64017.2,64470.0,1.26,2026
6,2026-08-10 20:00,做空,64794.4,64794.4,64376.89,64268.8,64470.0,1.32,2026
7,2026-07-31 20:00,做空,63577.0,64571.4,63912.13,62695.4,63275.7,0.02,2026
8,2026-07-31 16:00,做空,63835.6,63950.0,63286.86,63779.4,63807.5,2.15,2026
9,2026-07-28 08:00,做空,63567.0,64872.0,64382.83,63310.1,64175.0,1.03,2026
10,2026-07-28 04:00,做空,64374.4,64606.3,64119.11,63720.8,64084.5,1.66,2026
11,2026-07-24 20:00,做空,64636.0,64636.0,64035.28,64065.1,64266.9,0.48,2026
12,2026-07-19 04:00,做多,64666.0,64188.2,64907.16,64806.7,64259.5,0.22,2026
13,2026-07-14 20:00,做多,62970.7,62970.7,63645.61,64727.5,64200.0,1.33,2026
14,2026-07-13 08:00,做空,63602.8,63602.8,62924.76,62780.2,63260.0,1.55,2026
15,2026-07-10 08:00,做多,63484.9,63286.5,64143.63,63917.2,63619.9,1.19,2026
16,2026-07-01 20:00,做多,59444.5,59264.4,60138.4,60118.5,59555.0,3.43,2026
17,2026-06-25 00:00,做空,60238.0,62075.6,61273.84,59923.8,61931.1,3.16,2026
18,2026-06-23 16:00,做空,62532.4,64014.9,63265.03,62478.5,63209.6,0.9,2026
19,2026-06-23 12:00,做空,63758.3,63833.4,63082.75,62849.2,63090.9,1.56,2026
20,2026-06-15 16:00,做多,65996.8,64640.6,65425.82,66192.0,65607.1,1.61,2026
21,2026-06-15 08:00,做多,65775.0,64682.2,65514.1,65894.7,65469.0,2.06,2026
22,2026-06-15 04:00,做多,64738.0,64738.0,65595.62,65702.1,65314.3,2.36,2026
23,2026-06-05 20:00,做空,61067.6,62344.1,61063.06,60400.8,61985.1,2.19,2026
24,2026-06-04 04:00,做空,65199.0,65359.1,64322.04,64117.7,64739.8,4.32,2026
25,2026-05-27 08:00,做空,75641.2,76434.0,75696.57,75635.6,76155.5,3.44,2026
26,2026-05-27 00:00,做空,76234.7,76434.0,75696.57,76028.3,76157.8,1.84,2026
27,2026-05-24 04:00,做多,76054.1,76054.1,76809.39,76715.2,76056.0,1.15,2026
28,2026-05-23 00:00,做空,76528.0,76970.0,76206.58,75827.1,76054.1,2.14,2026
29,2026-05-16 12:00,做空,78610.0,78610.0,77710.26,78334.3,78527.8,0.94,2026
30,2026-05-01 20:00,做多,77588.4,76630.3,77471.33,78395.4,77717.7,0.31,2026
31,2026-05-01 16:00,做多,77421.2,76630.3,77471.33,77429.5,77368.2,1.87,2026
32,2026-05-01 08:00,做多,76630.3,76445.0,77316.21,77082.6,76833.7,2.33,2026
33,2026-04-27 20:00,做空,77408.6,77715.0,76959.18,76760.0,77450.0,1.46,2026
34,2026-04-22 12:00,做多,77699.0,76999.0,77959.24,77979.8,77410.7,1.88,2026
35,2026-04-22 08:00,做多,76999.0,76999.0,77959.24,77488.3,77321.7,2.52,2026
36,2026-04-17 20:00,做多,76350.0,75500.0,76489.44,77736.2,75710.6,0.73,2026
37,2026-04-14 04:00,做多,73441.7,71423.9,72291.31,74385.0,73766.8,2.18,2026
38,2026-04-14 00:00,做多,72431.0,71423.9,72291.31,73272.2,72953.3,3.74,2026
39,2026-04-13 20:00,做多,71478.0,71478.0,72363.4,71823.6,71629.5,5.83,2026
40,2026-04-12 20:00,做空,71259.0,72451.9,71564.42,70856.2,72431.0,0.56,2026
41,2026-04-12 08:00,做空,72451.9,72451.9,71564.42,71563.6,71750.0,1.54,2026
42,2026-04-08 04:00,做多,69940.0,69940.0,70787.13,71890.2,70671.6,1.35,2026
43,2026-04-06 04:00,做多,67828.6,67452.7,68202.32,68997.9,68227.5,1.93,2026
44,2026-04-02 08:00,做空,67534.9,67534.9,66493.37,66538.4,67400.0,1.3,2026
45,2026-03-27 20:00,做空,66175.4,68115.8,66998.51,66092.0,67284.0,0.89,2026
46,2026-03-27 16:00,做空,68115.8,68115.8,66998.51,66663.2,66742.2,1.74,2026
47,2026-03-26 20:00,做空,69127.2,70531.4,69389.73,69054.8,69466.6,4.88,2026
48,2026-03-26 16:00,做空,69722.6,70531.4,69389.73,69239.3,69872.2,4.43,2026
49,2026-03-26 12:00,做空,70531.4,70531.4,69389.73,70053.8,70131.5,2.77,2026
50,2026-03-23 16:00,做多,69000.0,69000.0,69998.13,70097.3,69644.0,2.41,2026
51,2026-03-22 04:00,做空,69701.3,69701.3,68579.86,68881.5,69555.8,2.3,2026
52,2026-03-18 20:00,做空,72731.6,73330.3,72215.31,71436.4,71980.5,3.76,2026
53,2026-03-18 16:00,做空,73330.3,73330.3,72215.31,72906.4,72947.4,4.78,2026
54,2026-03-09 20:00,做多,68441.5,67623.0,68779.17,68832.3,68200.1,4.24,2026
55,2026-03-05 00:00,做多,73436.4,68972.9,70437.52,73580.2,70612.8,0.13,2026
56,2026-03-04 20:00,做多,71887.9,68972.9,70437.52,73339.7,71136.2,0.96,2026
57,2026-03-04 16:00,做多,69676.4,68972.9,70437.52,71082.4,70559.7,4.17,2026
58,2026-03-04 12:00,做多,68972.9,68561.9,69968.56,69464.5,69100.2,6.6,2026
59,2026-02-27 16:00,做空,66462.0,66462.0,65219.57,66094.1,66320.0,4.71,2026
60,2026-02-26 00:00,做多,67548.0,66283.1,67390.42,69005.2,66462.0,1.44,2026
61,2026-02-25 20:00,做多,66283.1,66283.1,67390.42,67362.3,66730.7,3.91,2026
62,2026-02-23 08:00,做空,67150.0,67763.7,66844.29,64894.0,66574.5,2.45,2026
63,2026-02-22 20:00,做空,67763.7,67763.7,66844.29,67659.9,67728.0,5.07,2026
64,2026-02-13 20:00,做多,68385.0,68385.0,70020.49,68652.0,68500.0,2.78,2026
65,2026-02-05 08:00,做空,71838.0,75420.0,73638.12,71198.9,71944.4,16.01,2026
66,2026-02-04 00:00,做空,77000.5,77566.5,75923.43,74893.8,76952.5,3.73,2026
67,2026-02-01 00:00,做空,80754.3,81832.0,80439.74,77707.9,79396.8,1.23,2026
68,2026-01-30 08:00,做空,83338.3,87650.1,86590.98,82640.9,84599.0,0.98,2026
69,2026-01-30 00:00,做空,84335.4,87650.1,86590.98,83979.4,84699.9,3.55,2026
70,2026-01-29 20:00,做空,87650.1,87650.1,86590.98,84898.0,85596.1,4.59,2026
71,2026-01-29 08:00,做空,88786.0,88786.0,87839.98,88003.2,88461.2,7.96,2026
72,2026-01-25 08:00,做空,89116.9,89383.5,88316.45,88920.0,89057.8,3.26,2026
73,2026-01-20 12:00,做空,92116.0,92344.5,91486.84,91136.1,91415.1,3.67,2026
74,2026-01-19 08:00,做空,93550.3,94819.5,93958.37,92656.6,93379.0,0.58,2026
75,2026-01-19 04:00,做空,94819.5,94819.5,93958.37,93614.0,93614.1,1.94,2026
76,2026-01-14 00:00,做多,93408.0,92299.0,93205.93,94179.5,94011.7,3.77,2026
77,2026-01-13 20:00,做多,92676.6,92299.0,93205.93,93407.9,93009.8,3.95,2026
78,2026-01-05 08:00,做多,91779.7,91779.7,92578.85,92835.2,92102.0,2.07,2026
79,2026-01-04 08:00,做多,90716.9,90456.0,91308.76,91192.7,90790.1,2.4,2026
80,2026-01-04 04:00,做多,90456.0,90456.0,91308.76,90595.8,90595.7,1.31,2026
81,2026-01-02 08:00,做多,88881.4,88065.0,88897.0,88899.3,88401.2,2.3,2026
82,2026-01-02 04:00,做多,88475.8,88065.0,88897.0,88800.0,88324.4,2.42,2026
83,2026-01-02 00:00,做多,88079.3,88065.0,88897.0,88354.8,88193.2,2.93,2026
84,2025-12-23 12:00,做空,87738.3,88665.3,87580.1,87531.3,88349.2,1.14,2025
85,2025-12-10 00:00,做多,92867.0,91338.2,92656.13,93761.9,91520.0,0.06,2025
86,2025-12-06 00:00,做空,89863.0,90822.5,89354.04,89590.5,90257.3,0.82,2025
87,2025-12-05 20:00,做空,90822.5,90822.5,89354.04,90414.0,90460.0,2.7,2025
88,2025-12-01 08:00,做空,90300.0,90414.0,89259.09,86319.2,87384.0,2.93,2025
89,2025-11-27 08:00,做多,90655.4,88200.0,89783.77,91049.3,90410.6,0.97,2025
90,2025-11-27 04:00,做多,90362.7,88200.0,89783.77,90438.1,90024.4,1.65,2025
91,2025-11-27 00:00,做多,88200.0,88200.0,89783.77,89923.3,89458.7,2.23,2025
92,2025-11-21 08:00,做空,86066.6,91140.2,89458.98,85782.5,86313.2,6.04,2025
93,2025-11-21 00:00,做空,88564.4,88564.4,86879.95,86880.3,88214.1,7.23,2025
94,2025-11-14 00:00,做空,100711.0,100711.0,99243.45,98643.1,100485.8,4.2,2025
95,2025-11-10 08:00,做多,105440.0,102294.9,103704.6,105990.6,104615.7,1.4,2025
96,2025-11-10 00:00,做多,104180.0,102443.9,103875.43,104764.1,103999.5,1.82,2025
97,2025-11-09 20:00,做多,102443.9,102443.9,103875.43,103715.8,103290.8,2.84,2025
98,2025-11-05 00:00,做空,102870.0,105300.0,103893.66,100507.0,104496.6,1.61,2025
99,2025-11-04 20:00,做空,103550.0,105300.0,103893.66,103157.7,103750.0,4.14,2025
100,2025-11-04 12:00,做空,105300.0,105300.0,103893.66,104442.9,104800.0,5.32,2025
101,2025-11-03 12:00,做空,107850.0,109974.1,108734.08,107420.5,108280.0,3.07,2025
102,2025-11-03 08:00,做空,109368.9,109836.7,108584.78,107886.0,108280.0,2.4,2025
103,2025-10-30 00:00,做空,111326.5,112036.1,110805.63,110605.6,111744.0,3.98,2025
104,2025-10-29 20:00,做空,112036.1,112036.1,110805.63,111460.6,111963.0,3.77,2025
105,2025-10-26 20:00,做多,113442.5,111903.9,113258.1,113648.1,112800.0,2.4,2025
106,2025-10-26 16:00,做多,111903.9,111903.9,113258.1,113235.2,112800.0,2.78,2025
107,2025-10-17 00:00,做空,108250.0,110096.9,108230.31,108151.3,109199.8,4.33,2025
108,2025-10-16 20:00,做空,109403.5,110096.9,108230.31,108474.0,109212.6,4.61,2025
109,2025-10-14 16:00,做空,111302.0,113600.5,111642.96,111241.4,113576.1,1.29,2025
110,2025-10-14 12:00,做空,113210.6,113600.5,111642.96,111665.2,113576.1,1.67,2025
111,2025-10-13 00:00,做多,113687.6,112142.0,114335.49,114288.7,113600.5,1.42,2025
112,2025-10-12 20:00,做多,112466.2,112466.2,114704.51,113119.0,113119.0,2.47,2025
113,2025-10-11 04:00,做空,115845.0,120787.9,119364.83,112714.9,113300.1,2.85,2025
114,2025-10-11 00:00,做空,118424.4,119572.8,118123.49,116605.3,117145.3,12.94,2025
115,2025-10-10 20:00,做空,119572.8,119572.8,118123.49,118965.3,119403.4,14.67,2025
116,2025-10-07 20:00,做空,123261.6,124123.3,122956.35,121788.3,123312.9,1.04,2025
117,2025-10-04 00:00,做多,122399.9,120999.0,122042.78,122609.3,121432.0,0.14,2025
118,2025-10-03 20:00,做多,120999.0,120999.0,122042.78,122238.5,121425.5,1.36,2025
119,2025-10-02 04:00,做多,118190.0,114720.0,115627.61,118552.4,118226.4,2.06,2025
120,2025-10-01 20:00,做多,116750.0,114720.0,115627.61,117366.4,116687.5,2.15,2025
121,2025-10-01 16:00,做多,114720.0,114720.0,115627.61,116736.8,116311.5,2.33,2025
122,2025-09-30 00:00,做多,114188.0,112300.0,113130.79,114204.8,112615.3,0.52,2025
123,2025-09-29 20:00,做多,112381.3,112300.0,113130.79,113752.0,112615.3,0.92,2025
124,2025-09-29 04:00,做多,110350.0,109749.9,110580.7,112119.6,111501.0,2.01,2025
125,2025-09-29 00:00,做多,109990.0,109749.9,110580.7,110281.6,110236.6,3.69,2025
126,2025-09-28 20:00,做多,109749.9,109749.9,110580.7,109990.0,109952.2,3.82,2025
127,2025-09-25 16:00,做空,111389.0,112356.4,111425.61,111316.1,111682.6,2.47,2025
128,2025-09-20 00:00,做空,115408.4,116489.7,115542.77,115082.4,116059.2,0.03,2025
129,2025-09-19 20:00,做空,116250.7,116489.7,115542.77,115826.9,116093.0,0.67,2025
130,2025-09-19 16:00,做空,116489.7,116489.7,115542.77,116343.1,116488.0,1.11,2025
131,2025-09-12 04:00,做多,114691.7,114433.2,115405.37,115427.0,114681.5,1.02,2025
132,2025-09-10 20:00,做多,112900.0,112900.0,113898.69,113801.3,113111.0,0.78,2025
133,2025-09-02 20:00,做多,110700.0,109479.2,110603.88,110789.9,110118.5,1.52,2025
134,2025-08-29 12:00,做空,111238.5,111892.4,110574.33,109969.0,111489.5,2.44,2025
135,2025-08-25 00:00,做空,114324.9,114648.7,113487.03,112556.4,113646.5,1.8,2025
136,2025-08-22 20:00,做多,113936.0,113936.0,115022.72,116319.3,114510.0,0.93,2025
137,2025-08-19 20:00,做空,114303.8,114769.2,113711.51,113730.0,114279.3,1.26,2025
138,2025-08-18 08:00,做空,117121.6,117121.6,116039.2,115264.9,116938.7,0.57,2025
139,2025-08-14 20:00,做空,120066.1,120066.1,118886.73,118185.9,119184.0,1.21,2025
140,2025-08-10 20:00,做多,118738.0,117200.0,118158.77,118766.0,118010.0,3.1,2025
141,2025-08-08 00:00,做多,116782.6,115674.2,116744.84,117407.6,115850.0,0.16,2025
142,2025-08-01 04:00,做空,116691.1,116829.8,115713.17,115697.3,116000.0,2.63,2025
143,2025-07-15 08:00,做空,118862.6,118862.6,117729.69,117209.2,118499.8,1.31,2025
144,2025-07-13 20:00,做多,118058.3,117819.8,118949.55,118610.6,118197.7,3.95,2025
145,2025-07-11 12:00,做多,117500.0,111399.7,112291.63,117522.7,116611.1,1.16,2025
146,2025-07-11 04:00,做多,113760.0,111931.5,112854.22,115979.2,115186.7,2.5,2025
147,2025-07-11 00:00,做多,112036.8,112036.8,112933.16,113246.1,113208.4,4.98,2025
148,2025-07-10 00:00,做多,109738.5,109115.4,109906.37,111718.8,110432.2,1.83,2025
149,2025-07-05 00:00,做空,107436.0,108966.0,107998.08,107429.6,108368.1,0.04,2025
150,2025-07-04 20:00,做空,108456.4,108706.0,107734.5,107534.7,108368.1,0.31,2025
151,2025-07-03 00:00,做多,108754.6,106248.6,107123.15,109621.9,108480.6,0.79,2025
152,2025-07-02 20:00,做多,107799.9,107140.7,108013.09,108695.3,108480.6,1.65,2025
153,2025-06-17 20:00,做空,105461.4,106446.6,105414.5,104199.2,105500.0,0.86,2025
154,2025-06-17 16:00,做空,106068.0,106446.6,105414.5,105592.9,105816.5,2.17,2025
155,2025-06-10 04:00,做多,108791.8,106482.6,107395.06,110227.9,108282.0,0.13,2025
156,2025-06-10 00:00,做多,107985.0,106482.6,107395.06,108515.1,108282.0,1.97,2025
157,2025-06-09 16:00,做多,106482.6,106482.6,107395.06,107707.9,106800.3,2.73,2025
158,2025-05-30 04:00,做空,105580.0,106723.9,105445.8,105539.9,106266.0,1.88,2025
159,2025-05-30 00:00,做空,106400.0,106723.9,105445.8,105699.2,106415.0,1.94,2025
160,2025-05-23 16:00,做空,110238.5,110238.5,108634.13,109033.2,109969.6,2.12,2025
161,2025-05-08 20:00,做多,99863.3,97446.8,98400.42,100730.8,100550.0,3.62,2025
162,2025-05-08 12:00,做多,99199.9,97446.8,98400.42,99212.0,99050.1,5.2,2025
163,2025-05-08 08:00,做多,97700.0,97700.0,98713.19,99097.9,98680.1,5.25,2025
164,2025-05-07 04:00,做多,95165.1,95165.1,96081.58,96798.9,95718.5,0.93,2025
165,2025-05-04 16:00,做空,95508.7,95804.8,94861.03,95376.0,95700.0,2.02,2025
166,2025-05-01 20:00,做多,96351.8,95163.6,96229.09,96793.9,96122.4,1.11,2025
167,2025-05-01 16:00,做多,95186.5,95186.5,96186.21,96129.9,95742.1,1.31,2025
168,2025-04-23 04:00,做多,91686.6,88850.0,89844.2,93404.9,91898.0,1.61,2025
169,2025-04-22 20:00,做多,88850.0,88418.2,89330.05,90881.2,90561.7,4.43,2025
170,2025-04-21 08:00,做多,85283.6,85283.6,86109.06,87166.6,86327.0,1.93,2025
171,2025-04-07 04:00,做空,78635.0,82781.5,81511.25,78390.0,81200.0,5.02,2025
172,2025-04-07 00:00,做空,82155.4,82561.8,81271.71,79572.6,81200.0,6.43,2025
173,2025-03-29 16:00,做空,83531.7,83531.7,82516.45,82255.1,83490.0,0.8,2025
174,2025-03-28 20:00,做空,84767.0,85724.5,84698.42,84011.1,84589.7,2.44,2025
175,2025-03-28 12:00,做空,85724.5,85724.5,84698.42,85175.1,85575.0,1.93,2025
176,2025-03-23 20:00,做多,85024.8,84292.0,85306.45,85148.0,84756.0,4.23,2025
177,2025-03-23 16:00,做多,84509.0,84509.0,85600.92,84651.5,84529.0,3.84,2025
178,2025-03-19 20:00,做多,84088.2,82791.3,84121.12,84693.3,83500.0,3.31,2025
179,2025-03-19 16:00,做多,83422.8,83422.8,84734.3,83848.4,83455.6,4.36,2025
180,2025-03-12 00:00,做多,82240.0,80217.6,82423.18,83060.1,80578.5,1.72,2025
181,2025-03-10 00:00,做空,82619.3,85605.5,83395.39,82604.9,84031.5,6.29,2025
182,2025-03-09 20:00,做空,84601.3,85605.5,83395.39,83030.5,84031.5,4.68,2025
183,2025-03-09 16:00,做空,85605.5,85605.5,83395.39,84990.1,85028.1,5.95,2025
184,2025-02-16 20:00,做空,97011.0,97274.5,96163.88,96849.9,97247.6,1.4,2025
185,2025-02-02 16:00,做空,98989.0,101344.0,99892.24,98811.6,99384.5,7.77,2025
186,2025-02-02 08:00,做空,100215.0,101344.0,99892.24,99160.8,100470.1,8.1,2025
187,2025-02-02 04:00,做空,101344.0,101509.0,99926.74,100603.6,101426.0,4.55,2025
188,2025-02-01 00:00,做空,103880.0,103880.0,102316.71,102275.8,102734.9,0.91,2025
189,2025-01-27 12:00,做空,100632.5,104358.3,102734.02,98996.3,103325.3,0.8,2025
190,2025-01-27 08:00,做空,102450.3,104358.3,102734.02,101349.2,102846.1,3.62,2025
191,2025-01-27 04:00,做空,104358.3,104358.3,102734.02,102560.1,103216.5,4.76,2025
192,2025-01-17 08:00,做多,100850.0,100850.0,102367.3,101005.1,100900.0,4.73,2025
193,2025-01-15 20:00,做多,97688.0,97250.0,98773.6,98943.4,97293.6,1.93,2025
194,2025-01-14 16:00,做多,95437.8,93626.1,94966.38,96508.4,95309.9,1.22,2025
195,2025-01-08 00:00,做空,97100.0,101223.0,100093.11,96433.3,97242.2,4.08,2025
196,2025-01-07 20:00,做空,98670.0,98670.0,97544.91,97915.3,98307.9,3.51,2025
197,2025-01-06 12:00,做多,99278.0,98496.3,99498.94,99280.0,98662.7,3.51,2025
198,2025-01-06 08:00,做多,98852.6,98496.3,99498.94,99005.0,98662.7,3.79,2025
199,2024-12-26 16:00,做空,97570.0,97570.0,95756.72,95662.7,97564.5,1.09,2024
200,2024-12-24 20:00,做多,96377.2,96377.2,98322.47,98243.5,97226.2,1.23,2024
201,2024-12-20 00:00,做空,98744.0,98744.0,97056.68,97172.1,98391.4,5.04,2024
202,2024-12-19 04:00,做空,102777.1,103065.6,101527.03,100181.1,102756.7,4.49,2024
203,2024-12-19 00:00,做空,103065.6,103065.6,101527.03,102782.1,102954.8,6.37,2024
204,2024-12-18 08:00,做空,105252.0,105623.0,104111.48,104716.8,105343.8,5.7,2024
205,2024-12-11 20:00,做多,98499.9,98320.6,100148.21,100352.7,99583.4,1.52,2024
206,2024-12-09 20:00,做空,98112.0,99409.3,97762.22,97856.0,98448.5,3.9,2024
207,2024-11-26 04:00,做空,94467.4,96265.1,94911.66,93064.0,95064.0,2.36,2024
208,2024-11-21 16:00,做多,97899.9,94849.0,96479.49,98014.0,95625.0,1.55,2024
209,2024-11-21 12:00,做多,95991.4,94849.0,96479.49,96950.0,95625.0,2.67,2024
210,2024-11-21 08:00,做多,94849.0,94849.0,96479.49,95790.2,95625.0,3.78,2024
211,2024-11-16 04:00,做多,90898.0,89502.6,91699.3,91074.6,90120.0,0.85,2024
212,2024-11-10 16:00,做多,79882.8,76735.0,77794.89,79926.7,78549.2,3.13,2024
213,2024-11-10 12:00,做多,77543.1,76800.0,77895.87,78858.2,78549.2,3.91,2024
214,2024-11-10 08:00,做多,76920.0,76800.0,77895.87,77204.0,77133.3,6.14,2024
215,2024-11-01 08:00,做空,69705.0,72030.5,71188.0,69397.7,71650.0,0.83,2024
216,2024-10-27 20:00,做多,67450.0,67450.0,68224.88,67759.9,67513.0,2.23,2024
217,2024-10-24 20:00,做多,67615.3,66921.7,67659.28,67672.7,67222.4,1.73,2024
218,2024-10-21 20:00,做空,68136.0,68176.7,67535.24,67354.3,67949.0,1.21,2024
219,2024-10-18 20:00,做多,68371.0,67673.9,68565.27,68710.0,68042.5,0.42,2024
220,2024-10-14 16:00,做多,64676.7,62938.1,63639.32,64899.4,64630.0,2.52,2024
221,2024-10-14 12:00,做多,64377.6,62960.0,63674.33,64599.6,64306.9,2.99,2024
222,2024-10-14 08:00,做多,63260.0,63260.0,63996.95,64281.6,63752.8,3.5,2024
223,2024-10-12 00:00,做多,62432.6,61020.0,61837.23,63042.4,62328.0,0.67,2024
224,2024-10-11 20:00,做多,61294.7,61294.7,62043.37,62218.0,62080.1,2.0,2024
225,2024-10-10 04:00,做空,60800.2,61962.8,61189.6,60606.4,61297.0,2.82,2024
226,2024-10-10 00:00,做空,61600.1,61843.6,61044.11,61013.7,61297.0,3.46,2024
227,2024-10-02 04:00,做空,61100.0,62825.0,62134.24,60776.8,62355.0,1.39,2024
228,2024-10-02 00:00,做空,61801.6,62825.0,62134.24,61739.7,62355.0,2.92,2024
229,2024-10-01 20:00,做空,62825.0,62825.0,62134.24,62613.8,62760.0,3.97,2024
230,2024-09-30 16:00,做空,64150.0,65401.0,64756.9,63794.4,64130.8,1.52,2024
231,2024-09-30 08:00,做空,65400.0,65400.0,64737.88,64539.9,64686.0,2.66,2024
232,2024-09-26 20:00,做多,64500.0,63971.0,64763.85,65200.0,64601.6,1.92,2024
233,2024-09-26 16:00,做多,63971.0,63971.0,64763.85,64373.0,64127.1,2.48,2024
234,2024-09-19 08:00,做多,61765.0,60747.7,61626.35,62086.5,61779.9,2.81,2024
235,2024-09-19 04:00,做多,61320.7,60747.7,61626.35,61735.3,61534.0,3.39,2024
236,2024-09-17 20:00,做多,59274.4,58766.0,59526.61,61103.0,59261.9,0.23,2024
237,2024-09-16 04:00,做空,59663.0,59740.0,58959.33,59100.5,59182.2,2.8,2024
238,2024-09-14 04:00,做多,59979.2,58366.8,59271.43,60456.2,59360.1,0.19,2024
239,2024-09-13 20:00,做多,58606.6,58606.6,59522.83,59623.5,59278.9,1.63,2024
240,2024-08-12 04:00,做空,59512.2,60721.0,59372.11,58693.1,60666.0,1.84,2024
241,2024-08-09 04:00,做多,59839.7,57688.8,59467.05,61659.8,59500.0,0.11,2024
242,2024-08-08 20:00,做多,57688.8,57454.0,59209.3,59391.3,59213.6,5.63,2024
243,2024-08-04 20:00,做空,59800.0,59800.0,58581.44,59070.0,59569.2,17.24,2024
244,2024-08-03 04:00,做空,62350.0,63312.0,62187.84,61483.7,62166.0,2.74,2024
245,2024-07-30 00:00,做空,67588.4,67588.4,66611.94,67276.6,67521.0,2.64,2024
246,2024-07-26 08:00,做多,66144.0,65606.3,66586.7,67014.0,66839.5,1.77,2024
247,2024-07-19 20:00,做多,65098.9,65098.9,66154.59,65791.5,65784.0,2.39,2024
248,2024-07-15 12:00,做多,62777.0,60397.2,61308.73,62816.0,62266.0,3.46,2024
249,2024-07-15 08:00,做多,61412.4,60397.2,61308.73,62617.3,62266.0,3.7,2024
250,2024-07-15 04:00,做多,60397.2,60397.2,61308.73,60766.0,60622.6,6.75,2024
251,2024-07-04 08:00,做空,59299.3,59515.1,58770.35,59092.4,59131.7,7.06,2024
252,2024-07-02 20:00,做空,62387.0,62502.2,61824.98,61945.0,62362.8,3.92,2024
253,2024-07-01 00:00,做多,61871.8,61130.0,61815.01,62016.8,61825.4,2.95,2024
254,2024-06-30 12:00,做多,61232.0,61232.0,61966.8,61533.6,61325.0,3.68,2024
255,2024-06-24 04:00,做空,63888.0,64215.9,63583.73,63194.9,63357.0,7.88,2024
256,2024-06-23 20:00,做空,64200.2,64200.2,63539.55,64071.8,64166.4,5.57,2024
257,2024-06-21 08:00,做空,64526.0,64804.7,64053.76,64473.4,64715.9,1.73,2024
258,2024-06-11 16:00,做空,67300.0,69201.2,68637.55,66919.6,68065.3,1.37,2024
259,2024-06-11 12:00,做空,67881.9,69201.2,68637.55,67582.0,67690.8,2.34,2024
260,2024-06-11 08:00,做空,69201.2,69201.2,68637.55,68472.3,68472.2,3.61,2024
261,2024-06-08 00:00,做空,70101.9,70101.9,69342.38,69287.2,69663.4,0.41,2024
262,2024-06-03 20:00,做多,69385.0,68545.9,69244.94,69650.0,68595.5,1.31,2024
263,2024-06-03 12:00,做多,68848.0,68545.9,69244.94,68949.9,68554.7,2.06,2024
264,2024-05-25 00:00,做多,68445.0,68388.0,69486.25,69127.4,68523.7,0.72,2024
265,2024-05-23 20:00,做空,68736.8,68736.8,67726.4,68103.0,68445.0,2.86,2024
266,2024-05-21 00:00,做多,67499.9,66964.7,67747.44,69996.4,68900.0,3.05,2024
267,2024-05-20 20:00,做多,67341.4,67303.4,68067.92,67382.1,67344.9,7.05,2024
268,2024-05-15 20:00,做多,62972.7,62295.9,63171.93,64685.5,64681.5,3.27,2024
269,2024-05-15 16:00,做多,62295.9,62295.9,63171.93,62447.4,62371.5,6.72,2024
270,2024-05-04 04:00,做多,62239.6,59976.9,61225.29,62853.7,62520.0,2.7,2024
271,2024-05-03 20:00,做多,59976.9,59976.9,61225.29,61662.1,61497.6,4.68,2024
272,2024-05-01 00:00,做空,60517.6,62511.1,61650.44,59276.2,61063.2,4.62,2024
273,2024-04-30 20:00,做空,61000.0,61726.2,60857.93,60764.9,61063.2,6.96,2024
274,2024-04-30 16:00,做空,61726.2,61726.2,60857.93,61182.3,61576.1,7.59,2024
275,2024-04-25 00:00,做空,64489.7,65924.7,64821.64,63960.9,64995.7,1.94,2024
276,2024-04-24 20:00,做空,65750.0,65750.0,64587.57,64594.0,65122.0,2.9,2024
277,2024-04-13 00:00,做空,69267.0,69608.1,68434.78,66867.5,67975.4,4.99,2024
278,2024-04-09 20:00,做空,69536.8,71276.0,70138.34,69322.8,69650.0,2.56,2024
279,2024-04-01 20:00,做空,68895.5,70329.6,69422.66,68281.0,69949.0,5.32,2024
280,2024-03-29 20:00,做空,69612.8,70411.0,69051.29,69240.1,70388.0,0.17,2024
281,2024-03-25 04:00,做多,66127.0,65245.3,66877.02,67260.9,66427.6,5.9,2024
282,2024-03-21 04:00,做多,66062.4,64549.2,66397.43,67876.4,64550.1,0.62,2024
283,2024-03-19 08:00,做空,66601.6,66814.6,65097.14,65930.5,66044.0,6.59,2024
284,2024-03-15 08:00,做空,68600.0,72540.5,71236.55,68266.0,70715.9,3.93,2024
285,2024-03-11 16:00,做多,71537.7,69999.8,71259.22,71558.6,71300.0,1.86,2024
286,2024-03-11 12:00,做多,69999.8,69999.8,71259.22,71223.8,71211.5,2.34,2024
287,2024-03-04 04:00,做多,63079.0,62276.6,63386.06,63178.5,62299.0,8.58,2024
288,2024-03-04 00:00,做多,62720.0,62276.6,63386.06,62797.1,62299.0,7.73,2024
289,2024-02-28 20:00,做多,59589.0,57679.5,58502.99,61000.0,59000.0,5.41,2024
290,2024-02-28 16:00,做多,58472.8,57679.5,58502.99,58997.4,58940.8,8.99,2024
