序号,组别,信号时间,成交时间,方向,6K极值,回调突破线,回调偏移%,ATR,入场触发线,成交方式,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,年份
878,参照_回调线入场_B,2021-02-02 16:00,2021-02-02 16:00,做多,34720.0,34720.0,0.0,1356.5,34720.0,回调线入场,34720.0,33363.5,42358.4,2021-02-04 20:00,36750.46,13,1.4968,5.848,0.0,KAMA跟踪,2021
879,参照_回调线入场_B,2021-01-31 20:00,2021-01-31 20:00,做空,33239.24,33505.0,0.8,1607.95,33505.0,回调线入场,33505.0,35112.95,29484.4,2021-02-01 12:00,33600.37,4,-0.0593,-0.285,0.0,保本平仓,2021
880,参照_回调线入场_B,2021-01-27 16:00,2021-01-27 16:00,做空,30810.0,30810.0,0.0,1287.87,30810.0,回调线入场,30810.0,32097.87,27112.8,2021-01-28 08:00,30810.0,4,0.0,0.0,0.0,保本平仓,2021
881,参照_回调线入场_B,2021-01-25 20:00,2021-01-25 20:00,做多,33863.09,32980.0,2.608,1307.66,32980.0,回调线入场,32980.0,31672.34,40235.6,2021-01-26 08:00,31672.34,3,-1.0,-3.965,0.0,ATR止损,2021
882,参照_回调线入场_B,2021-01-25 00:00,2021-01-25 00:00,做空,31612.77,31612.77,0.0,1389.01,31612.77,回调线入场,31612.77,33001.78,27819.24,2021-01-25 08:00,33001.78,2,-1.0,-4.394,0.0,ATR止损,2021
883,参照_回调线入场_B,2021-01-23 00:00,2021-01-23 00:00,做多,32749.0,32749.0,0.0,1510.16,32749.0,回调线入场,32749.0,31238.84,39953.78,2021-01-23 16:00,32948.71,4,0.1322,0.61,0.0,KAMA跟踪,2021
884,参照_回调线入场_B,2021-01-20 08:00,2021-01-20 08:00,做空,35850.0,36210.0,1.004,1497.47,36210.0,回调线入场,36210.0,37707.47,31864.8,2021-01-21 20:00,31864.8,9,2.9017,12.0,0.0,固定止盈,2021
885,参照_回调线入场_B,2021-01-17 12:00,2021-01-17 12:00,做空,35366.0,35528.72,0.46,1869.7,35528.72,回调线入场,35528.72,37398.42,31265.27,2021-01-18 04:00,35657.42,4,-0.0688,-0.362,0.0,保本平仓,2021
886,参照_回调线入场_B,2021-01-15 20:00,2021-01-15 20:00,做空,37630.0,37760.0,0.345,2026.34,37760.0,回调线入场,37760.0,39786.34,33228.8,2021-01-16 16:00,37731.32,5,0.0142,0.076,0.0,KAMA跟踪,2021
887,参照_回调线入场_B,2021-01-14 00:00,2021-01-14 00:00,做多,35584.79,35584.79,0.0,2269.83,35584.79,回调线入场,35584.79,33314.96,43413.44,2021-01-15 12:00,38153.32,9,1.1316,7.218,0.0,KAMA跟踪,2021
888,参照_回调线入场_B,2021-01-12 12:00,2021-01-12 12:00,做多,36399.99,36399.99,0.0,2069.75,36399.99,回调线入场,36399.99,34330.24,44407.99,2021-01-12 20:00,34330.24,2,-1.0,-5.686,0.0,ATR止损,2021
889,参照_回调线入场_B,2021-01-10 16:00,2021-01-10 16:00,做空,39330.24,39330.24,0.0,1808.29,39330.24,回调线入场,39330.24,41138.53,34610.61,2021-01-11 08:00,34610.61,4,2.61,12.0,0.0,固定止盈,2021
890,参照_回调线入场_B,2021-01-08 16:00,2021-01-08 16:00,做多,40565.62,40565.62,0.0,1558.67,40565.62,回调线入场,40565.62,39006.95,49490.06,2021-01-09 04:00,39006.95,3,-1.0,-3.842,0.0,ATR止损,2021
891,参照_回调线入场_B,2021-01-06 00:00,2021-01-06 00:00,做多,32900.0,32900.0,0.0,1343.99,32900.0,回调线入场,32900.0,31556.01,40138.0,2021-01-08 00:00,37107.71,12,3.1308,12.789,0.0,KAMA跟踪,2021
892,参照_回调线入场_B,2021-01-04 12:00,2021-01-04 12:00,做空,32400.0,32472.0,0.222,990.76,32472.0,回调线入场,32472.0,33462.76,28575.36,2021-01-04 16:00,28575.36,1,3.933,12.0,0.0,固定止盈,2021
893,参照_回调线入场_B,2021-01-03 12:00,2021-01-03 12:00,做多,33480.0,33480.0,0.0,828.7,33480.0,回调线入场,33480.0,32651.3,40845.6,2021-01-04 00:00,32651.3,3,-1.0,-2.475,0.0,ATR止损,2021
894,参照_回调线入场_B,2021-01-02 12:00,2021-01-02 12:00,做多,29668.86,29668.86,0.0,749.93,29668.86,回调线入场,29668.86,28918.93,36196.01,2021-01-03 04:00,30720.0,4,1.4016,3.543,0.0,KAMA跟踪,2021
895,参照_回调线入场_B,2020-12-30 04:00,2020-12-30 04:00,做多,27188.0,27188.0,0.0,750.92,27188.0,回调线入场,27188.0,26437.08,33169.36,2020-12-31 20:00,28370.92,10,1.5753,4.351,0.0,KAMA跟踪,2020
896,参照_回调线入场_B,2020-12-25 04:00,2020-12-25 04:00,做多,23637.99,23637.99,0.0,668.98,23637.99,回调线入场,23637.99,22969.01,28838.35,2020-12-27 20:00,26775.2,16,4.6896,13.272,0.0,KAMA跟踪,2020
897,参照_回调线入场_B,2020-12-22 20:00,2020-12-22 20:00,做多,23330.0,23330.0,0.0,668.13,23330.0,回调线入场,23330.0,22661.87,28462.6,2020-12-23 16:00,23330.0,5,0.0,0.0,0.0,保本平仓,2020
898,参照_回调线入场_B,2020-12-21 16:00,2020-12-21 16:00,做空,23076.25,23076.25,0.0,575.29,23076.25,回调线入场,23076.25,23651.54,20307.1,2020-12-22 12:00,23076.25,5,0.0,0.0,0.0,保本平仓,2020
899,参照_回调线入场_B,2020-12-19 20:00,2020-12-19 20:00,做多,23256.86,23256.86,0.0,538.41,23256.86,回调线入场,23256.86,22718.45,28373.37,2020-12-20 12:00,23256.86,4,0.0,0.0,0.0,保本平仓,2020
900,参照_回调线入场_B,2020-12-16 16:00,2020-12-16 16:00,做多,19549.99,19549.99,0.0,300.19,19549.99,回调线入场,19549.99,19249.8,23850.99,2020-12-17 16:00,23850.99,6,14.3274,22.0,0.0,固定止盈,2020
901,参照_回调线入场_B,2020-12-15 08:00,2020-12-15 08:00,做多,19355.35,19344.48,0.056,325.48,19344.48,回调线入场,19344.48,19019.0,23600.27,2020-12-16 00:00,19344.48,4,0.0,0.0,0.0,保本平仓,2020
902,参照_回调线入场_B,2020-12-11 16:00,2020-12-11 16:00,做空,17680.0,17916.0,1.335,358.68,17916.0,回调线入场,17916.0,18274.68,15766.08,2020-12-12 08:00,18031.71,4,-0.3226,-0.646,0.0,保本平仓,2020
903,参照_回调线入场_B,2020-12-09 04:00,2020-12-09 04:00,做空,18600.51,18941.75,1.835,339.97,18941.75,回调线入场,18941.75,19281.72,16668.74,2020-12-10 04:00,18525.9,6,1.2232,2.195,0.0,KAMA跟踪,2020
904,参照_回调线入场_B,2020-12-08 00:00,2020-12-08 00:00,做空,19023.94,19023.94,0.0,367.08,19023.94,回调线入场,19023.94,19391.02,16741.07,2020-12-08 16:00,19151.51,4,-0.3475,-0.671,0.0,保本平仓,2020
905,参照_回调线入场_B,2020-12-07 04:00,2020-12-07 04:00,做多,19355.0,19355.0,0.0,395.4,19355.0,回调线入场,19355.0,18959.6,23613.1,2020-12-07 20:00,19114.18,4,-0.6091,-1.244,0.0,保本平仓,2020
906,参照_回调线入场_B,2020-12-04 16:00,2020-12-04 16:00,做空,19100.0,19100.0,0.0,507.59,19100.0,回调线入场,19100.0,19607.59,16808.0,2020-12-05 16:00,19100.0,6,0.0,0.0,0.0,保本平仓,2020
907,参照_回调线入场_B,2020-12-03 16:00,2020-12-03 16:00,做多,19365.0,19365.0,0.0,553.29,19365.0,回调线入场,19365.0,18811.71,23625.3,2020-12-04 08:00,19365.0,4,0.0,0.0,0.0,保本平仓,2020
908,参照_回调线入场_B,2020-11-30 08:00,2020-11-30 08:00,做多,18343.0,18239.76,0.563,464.9,18239.76,回调线入场,18239.76,17774.86,22252.51,2020-12-01 16:00,19243.07,8,2.1581,5.501,0.0,KAMA跟踪,2020
909,参照_回调线入场_B,2020-11-26 08:00,2020-11-26 08:00,做空,18509.12,18635.01,0.68,416.38,18635.01,回调线入场,18635.01,19051.39,16398.81,2020-11-26 16:00,16398.81,2,5.3705,12.0,0.0,固定止盈,2020
910,参照_回调线入场_B,2020-11-24 16:00,2020-11-24 16:00,做多,18812.65,18812.65,0.0,402.97,18812.65,回调线入场,18812.65,18409.68,22951.43,2020-11-25 08:00,18812.65,4,0.0,0.0,0.0,保本平仓,2020
911,参照_回调线入场_B,2020-11-22 16:00,2020-11-22 16:00,做空,18302.08,18302.08,0.0,397.5,18302.08,回调线入场,18302.08,18699.58,16105.83,2020-11-23 04:00,18699.58,3,-1.0,-2.172,0.0,ATR止损,2020
912,参照_回调线入场_B,2020-11-20 12:00,2020-11-20 12:00,做多,18200.0,18200.0,0.0,412.97,18200.0,回调线入场,18200.0,17787.03,22204.0,2020-11-21 20:00,18334.21,8,0.325,0.737,0.0,KAMA跟踪,2020
913,参照_回调线入场_B,2020-11-16 12:00,2020-11-16 12:00,做多,16161.23,16161.23,0.0,294.14,16161.23,回调线入场,16161.23,15867.09,19716.7,2020-11-18 12:00,17465.56,12,4.4343,8.071,0.0,KAMA跟踪,2020
914,参照_回调线入场_B,2020-11-14 16:00,2020-11-14 16:00,做空,15955.6,15955.6,0.0,326.15,15955.6,回调线入场,15955.6,16281.75,14040.93,2020-11-15 08:00,16064.51,4,-0.3339,-0.683,0.0,保本平仓,2020
915,参照_回调线入场_B,2020-11-11 16:00,2020-11-11 16:00,做多,15520.0,15474.17,0.295,373.8,15474.17,回调线入场,15474.17,15100.37,18878.49,2020-11-12 08:00,15517.54,4,0.116,0.28,0.0,KAMA跟踪,2020
916,参照_回调线入场_B,2020-11-09 16:00,2020-11-09 16:00,做多,15678.0,15678.0,0.0,359.42,15678.0,回调线入场,15678.0,15318.58,19127.16,2020-11-09 20:00,15318.58,1,-1.0,-2.293,0.0,ATR止损,2020
917,参照_回调线入场_B,2020-11-08 00:00,2020-11-08 00:00,做空,15177.0,15177.0,0.0,345.52,15177.0,回调线入场,15177.0,15522.52,13355.76,2020-11-08 16:00,15177.0,4,0.0,0.0,0.0,保本平仓,2020
918,参照_回调线入场_B,2020-11-05 00:00,2020-11-05 00:00,做多,14070.0,14070.0,0.0,239.29,14070.0,回调线入场,14070.0,13830.71,17165.4,2020-11-06 16:00,15319.19,10,5.2204,8.878,0.0,KAMA跟踪,2020
919,参照_回调线入场_B,2020-11-03 20:00,2020-11-03 20:00,做多,13696.99,13696.99,0.0,231.17,13696.99,回调线入场,13696.99,13465.82,16710.33,2020-11-04 12:00,13696.99,4,0.0,0.0,0.0,保本平仓,2020
920,参照_回调线入场_B,2020-11-02 16:00,2020-11-02 16:00,做空,13631.0,13650.0,0.139,248.54,13650.0,回调线入场,13650.0,13898.54,12012.0,2020-11-03 08:00,13574.39,4,0.3042,0.554,0.0,KAMA跟踪,2020
921,参照_回调线入场_B,2020-10-29 20:00,2020-10-29 20:00,做多,13371.77,13371.77,0.0,241.05,13371.77,回调线入场,13371.77,13130.72,16313.56,2020-10-30 12:00,13371.77,4,0.0,0.0,0.0,保本平仓,2020
922,参照_回调线入场_B,2020-10-28 20:00,2020-10-28 20:00,做空,13301.0,13308.88,0.059,208.91,13308.88,回调线入场,13308.88,13517.79,11711.81,2020-10-29 12:00,13308.88,4,0.0,0.0,0.0,保本平仓,2020
923,参照_回调线入场_B,2020-10-27 16:00,2020-10-27 16:00,做多,13240.0,13240.0,0.0,199.56,13240.0,回调线入场,13240.0,13040.44,16152.8,2020-10-28 16:00,13469.24,6,1.1487,1.731,0.0,KAMA跟踪,2020
924,参照_回调线入场_B,2020-10-24 20:00,2020-10-24 20:00,做多,13015.3,13015.3,0.0,198.41,13015.3,回调线入场,13015.3,12816.89,15878.67,2020-10-25 12:00,13019.33,4,0.0203,0.031,0.0,KAMA跟踪,2020
925,参照_回调线入场_B,2020-10-19 20:00,2020-10-19 20:00,做多,11543.0,11543.0,0.0,110.19,11543.0,回调线入场,11543.0,11432.81,14082.46,2020-10-23 08:00,12886.48,21,12.1929,11.639,0.0,KAMA跟踪,2020
926,参照_回调线入场_B,2020-10-18 12:00,2020-10-18 12:00,做多,11424.09,11424.09,0.0,125.72,11424.09,回调线入场,11424.09,11298.37,13937.39,2020-10-19 04:00,11424.09,4,0.0,0.0,0.0,保本平仓,2020
927,参照_回调线入场_B,2020-10-16 00:00,2020-10-16 00:00,做多,11433.18,11433.18,0.0,130.04,11433.18,回调线入场,11433.18,11303.14,13948.48,2020-10-16 12:00,11303.14,3,-1.0,-1.137,0.0,ATR止损,2020
928,参照_回调线入场_B,2020-10-12 16:00,2020-10-12 16:00,做空,11278.0,11278.0,0.0,114.31,11278.0,回调线入场,11278.0,11392.31,9924.64,2020-10-12 20:00,11392.31,1,-1.0,-1.014,0.0,ATR止损,2020
929,参照_回调线入场_B,2020-10-09 16:00,2020-10-09 16:00,做多,10958.0,10958.0,0.0,100.91,10958.0,回调线入场,10958.0,10857.09,13368.76,2020-10-12 04:00,11294.45,15,3.3342,3.07,0.0,KAMA跟踪,2020
930,参照_回调线入场_B,2020-10-07 00:00,2020-10-07 00:00,做空,10613.0,10675.5,0.589,92.88,10675.5,回调线入场,10675.5,10768.38,9394.44,2020-10-08 20:00,10666.49,11,0.0971,0.084,0.0,KAMA跟踪,2020
931,参照_回调线入场_B,2020-10-05 00:00,2020-10-05 00:00,做多,10648.0,10596.0,0.488,109.7,10596.0,回调线入场,10596.0,10486.3,12927.12,2020-10-06 12:00,10701.4,9,0.9608,0.995,0.0,KAMA跟踪,2020
932,参照_回调线入场_B,2020-10-02 00:00,2020-10-02 00:00,做空,10676.23,10676.23,0.0,115.26,10676.23,回调线入场,10676.23,10791.49,9395.08,2020-10-04 12:00,10607.72,15,0.5944,0.642,0.0,KAMA跟踪,2020
933,参照_回调线入场_B,2020-09-28 08:00,2020-09-28 08:00,做多,10793.5,10793.5,0.0,121.62,10793.5,回调线入场,10793.5,10671.88,13168.07,2020-09-29 04:00,10793.5,5,0.0,0.0,0.0,保本平仓,2020
934,参照_回调线入场_B,2020-09-25 00:00,2020-09-25 00:00,做多,10542.66,10489.73,0.502,132.96,10489.73,回调线入场,10489.73,10356.77,12797.47,2020-09-25 20:00,10553.57,5,0.4802,0.609,0.0,KAMA跟踪,2020
935,参照_回调线入场_B,2020-09-24 00:00,2020-09-24 00:00,做空,10374.12,10444.09,0.674,136.57,10444.09,回调线入场,10444.09,10580.66,9190.8,2020-09-24 20:00,10444.09,5,0.0,0.0,0.0,保本平仓,2020
936,参照_回调线入场_B,2020-09-21 16:00,2020-09-21 16:00,做空,10751.0,10751.0,0.0,126.63,10751.0,回调线入场,10751.0,10877.63,9460.88,2020-09-23 04:00,10563.09,9,1.4839,1.748,0.0,KAMA跟踪,2020
937,参照_回调线入场_B,2020-09-20 20:00,2020-09-20 20:00,做空,10890.29,10890.29,0.0,130.19,10890.29,回调线入场,10890.29,11020.48,9583.46,2020-09-21 12:00,10955.01,4,-0.4971,-0.594,0.0,保本平仓,2020
938,参照_回调线入场_B,2020-09-19 16:00,2020-09-19 16:00,做多,11035.0,11035.0,0.0,133.06,11035.0,回调线入场,11035.0,10901.94,13462.7,2020-09-20 08:00,11035.0,4,0.0,0.0,0.0,保本平仓,2020
939,参照_回调线入场_B,2020-09-16 20:00,2020-09-16 20:00,做多,10937.52,10923.42,0.129,150.16,10923.42,回调线入场,10923.42,10773.26,13326.57,2020-09-17 12:00,10867.15,4,-0.3747,-0.515,0.0,保本平仓,2020
940,参照_回调线入场_B,2020-09-14 20:00,2020-09-14 20:00,做多,10474.99,10352.68,1.168,147.39,10352.68,回调线入场,10352.68,10205.29,12630.27,2020-09-15 16:00,10598.97,5,1.671,2.379,0.0,KAMA跟踪,2020
941,参照_回调线入场_B,2020-09-13 00:00,2020-09-13 00:00,做多,10399.96,10399.96,0.0,168.3,10399.96,回调线入场,10399.96,10231.66,12687.95,2020-09-13 16:00,10434.07,4,0.2027,0.328,0.0,KAMA跟踪,2020
942,参照_回调线入场_B,2020-09-12 04:00,2020-09-12 04:00,做多,10380.5,10380.5,0.0,199.08,10380.5,回调线入场,10380.5,10181.42,12664.21,2020-09-12 20:00,10340.62,4,-0.2003,-0.384,0.0,保本平仓,2020
943,参照_回调线入场_B,2020-09-07 16:00,2020-09-07 16:00,做空,10050.01,10125.56,0.752,253.78,10125.56,回调线入场,10125.56,10379.34,8910.49,2020-09-08 04:00,10379.34,3,-1.0,-2.506,0.0,ATR止损,2020
944,参照_回调线入场_B,2020-09-06 00:00,2020-09-06 00:00,做空,9975.85,10306.29,3.312,259.83,10306.29,回调线入场,10306.29,10566.12,9069.54,2020-09-07 04:00,10306.29,7,0.0,0.0,0.0,保本平仓,2020
945,参照_回调线入场_B,2020-09-02 16:00,2020-09-02 16:00,做空,11730.02,11812.0,0.699,131.4,11812.0,回调线入场,11812.0,11943.4,10394.56,2020-09-04 04:00,10394.56,9,10.7873,12.0,0.0,固定止盈,2020
946,参照_回调线入场_B,2020-09-01 12:00,2020-09-01 12:00,做多,11784.21,11784.21,0.0,118.54,11784.21,回调线入场,11784.21,11665.67,14376.74,2020-09-02 12:00,11784.21,6,0.0,0.0,0.0,保本平仓,2020
947,参照_回调线入场_B,2020-08-31 20:00,2020-08-31 20:00,做多,11730.0,11730.0,0.0,117.98,11730.0,回调线入场,11730.0,11612.02,14310.6,2020-09-01 08:00,11612.02,3,-1.0,-1.006,0.0,ATR止损,2020
948,参照_回调线入场_B,2020-08-30 08:00,2020-08-30 08:00,做多,11582.0,11582.0,0.0,132.89,11582.0,回调线入场,11582.0,11449.11,14130.04,2020-08-31 16:00,11582.0,8,0.0,0.0,0.0,保本平仓,2020
949,参照_回调线入场_B,2020-08-29 12:00,2020-08-29 12:00,做多,11544.88,11544.88,0.0,140.54,11544.88,回调线入场,11544.88,11404.34,14084.75,2020-08-30 04:00,11525.53,4,-0.1377,-0.168,0.0,保本平仓,2020
950,参照_回调线入场_B,2020-08-25 12:00,2020-08-25 12:00,做空,11645.71,11645.71,0.0,133.73,11645.71,回调线入场,11645.71,11779.44,10248.22,2020-08-26 20:00,11445.9,8,1.4941,1.716,0.0,KAMA跟踪,2020
951,参照_回调线入场_B,2020-08-23 16:00,2020-08-23 16:00,做空,11550.0,11550.0,0.0,160.99,11550.0,回调线入场,11550.0,11710.99,10164.0,2020-08-24 04:00,11710.99,3,-1.0,-1.394,0.0,ATR止损,2020
952,参照_回调线入场_B,2020-08-17 20:00,2020-08-17 20:00,做多,11947.0,11947.0,0.0,171.6,11947.0,回调线入场,11947.0,11775.4,14575.34,2020-08-18 20:00,12016.69,6,0.4061,0.583,0.0,KAMA跟踪,2020
953,参照_回调线入场_B,2020-08-15 08:00,2020-08-15 08:00,做多,11868.42,11850.0,0.155,203.51,11850.0,回调线入场,11850.0,11646.49,14457.0,2020-08-16 00:00,11850.0,4,0.0,0.0,0.0,保本平仓,2020
954,参照_回调线入场_B,2020-08-14 04:00,2020-08-14 04:00,做多,11667.96,11667.96,0.0,203.09,11667.96,回调线入场,11667.96,11464.87,14234.91,2020-08-14 20:00,11667.96,4,0.0,0.0,0.0,保本平仓,2020
955,参照_回调线入场_B,2020-08-11 20:00,2020-08-11 20:00,做空,11651.0,11712.05,0.524,211.9,11712.05,回调线入场,11712.05,11923.95,10306.6,2020-08-12 20:00,11548.66,6,0.7711,1.395,0.0,KAMA跟踪,2020
956,参照_回调线入场_B,2020-08-10 08:00,2020-08-10 08:00,做多,11811.0,11811.0,0.0,194.32,11811.0,回调线入场,11811.0,11616.68,14409.42,2020-08-10 16:00,11616.68,2,-1.0,-1.645,0.0,ATR止损,2020
957,参照_回调线入场_B,2020-08-06 20:00,2020-08-06 20:00,做多,11813.0,11813.0,0.0,227.04,11813.0,回调线入场,11813.0,11585.96,14411.86,2020-08-07 12:00,11813.0,4,0.0,0.0,0.0,保本平仓,2020
958,参照_回调线入场_B,2020-08-05 16:00,2020-08-05 16:00,做多,11337.35,11324.56,0.113,255.96,11324.56,回调线入场,11324.56,11068.6,13815.96,2020-08-06 12:00,11592.42,5,1.0465,2.365,0.0,KAMA跟踪,2020
959,参照_回调线入场_B,2020-08-04 16:00,2020-08-04 16:00,做空,11133.73,11133.73,0.0,274.76,11133.73,回调线入场,11133.73,11408.49,9797.68,2020-08-05 08:00,11200.06,4,-0.2414,-0.596,0.0,保本平仓,2020
960,参照_回调线入场_B,2020-08-03 20:00,2020-08-03 20:00,做多,11297.98,11297.98,0.0,293.98,11297.98,回调线入场,11297.98,11004.0,13783.54,2020-08-04 12:00,11270.84,4,-0.0923,-0.24,0.0,KAMA跟踪,2020
961,参照_回调线入场_B,2020-07-31 16:00,2020-07-31 16:00,做多,11195.52,11195.52,0.0,213.23,11195.52,回调线入场,11195.52,10982.29,13658.53,2020-08-02 12:00,11760.25,11,2.6484,5.044,0.0,KAMA跟踪,2020
962,参照_回调线入场_B,2020-07-26 00:00,2020-07-26 00:00,做多,9650.0,9650.0,0.0,76.61,9650.0,回调线入场,9650.0,9573.39,11773.0,2020-07-28 16:00,10634.69,16,12.8531,10.204,0.0,KAMA跟踪,2020
963,参照_回调线入场_B,2020-07-23 04:00,2020-07-23 04:00,做多,9389.94,9389.94,0.0,59.85,9389.94,回调线入场,9389.94,9330.09,11455.73,2020-07-24 12:00,9500.52,8,1.8476,1.178,0.0,KAMA跟踪,2020
964,参照_回调线入场_B,2020-07-21 12:00,2020-07-21 12:00,做多,9203.83,9194.98,0.096,50.86,9194.98,回调线入场,9194.98,9144.12,11217.88,2020-07-22 12:00,9297.9,6,2.0234,1.119,0.0,KAMA跟踪,2020
965,参照_回调线入场_B,2020-07-20 04:00,2020-07-20 04:00,做多,9182.45,9182.45,0.0,54.04,9182.45,回调线入场,9182.45,9128.41,11202.59,2020-07-20 20:00,9150.38,4,-0.5934,-0.349,0.0,保本平仓,2020
966,参照_回调线入场_B,2020-07-16 00:00,2020-07-16 00:00,做空,9190.0,9211.0,0.229,74.33,9211.0,回调线入场,9211.0,9285.33,8105.68,2020-07-17 20:00,9156.47,11,0.7336,0.592,0.0,KAMA跟踪,2020
967,参照_回调线入场_B,2020-07-14 12:00,2020-07-14 12:00,做空,9200.0,9237.32,0.406,75.09,9237.32,回调线入场,9237.32,9312.41,8128.84,2020-07-15 04:00,9267.52,4,-0.4022,-0.327,0.0,保本平仓,2020
968,参照_回调线入场_B,2020-07-11 04:00,2020-07-11 04:00,做多,9255.25,9255.25,0.0,84.89,9255.25,回调线入场,9255.25,9170.36,11291.41,2020-07-11 20:00,9199.38,4,-0.6581,-0.604,0.0,保本平仓,2020
969,参照_回调线入场_B,2020-07-10 12:00,2020-07-10 12:00,做空,9164.33,9164.33,0.0,88.74,9164.33,回调线入场,9164.33,9253.07,8064.61,2020-07-11 00:00,9253.07,3,-1.0,-0.968,0.0,ATR止损,2020
970,参照_回调线入场_B,2020-07-08 20:00,2020-07-08 20:00,做多,9320.0,9295.55,0.262,84.54,9295.55,回调线入场,9295.55,9211.01,11340.57,2020-07-09 20:00,9324.93,6,0.3476,0.316,0.0,KAMA跟踪,2020
971,参照_回调线入场_B,2020-07-06 12:00,2020-07-06 12:00,做多,9131.42,9131.42,0.0,76.52,9131.42,回调线入场,9131.42,9054.9,11140.33,2020-07-07 16:00,9225.99,7,1.236,1.036,0.0,KAMA跟踪,2020
972,参照_回调线入场_B,2020-07-05 16:00,2020-07-05 16:00,做空,9040.0,9042.84,0.031,77.87,9042.84,回调线入场,9042.84,9120.71,7957.7,2020-07-06 08:00,9071.87,4,-0.3728,-0.321,0.0,保本平仓,2020
973,参照_回调线入场_B,2020-07-02 20:00,2020-07-02 20:00,做空,9137.19,9137.19,0.0,96.03,9137.19,回调线入场,9137.19,9233.22,8040.73,2020-07-05 00:00,9108.42,13,0.2996,0.315,0.0,KAMA跟踪,2020
974,参照_回调线入场_B,2020-07-01 20:00,2020-07-01 20:00,做多,9200.0,9188.0,0.13,104.96,9188.0,回调线入场,9188.0,9083.04,11209.36,2020-07-02 12:00,9188.0,4,0.0,0.0,0.0,保本平仓,2020
975,参照_回调线入场_B,2020-06-30 04:00,2020-06-30 04:00,做多,9181.0,9146.0,0.381,118.71,9146.0,回调线入场,9146.0,9027.29,11158.12,2020-06-30 20:00,9146.0,4,0.0,0.0,0.0,保本平仓,2020
976,参照_回调线入场_B,2020-06-28 00:00,2020-06-28 00:00,做空,9087.42,9087.42,0.0,129.07,9087.42,回调线入场,9087.42,9216.49,7996.93,2020-06-28 20:00,9087.42,5,0.0,0.0,0.0,保本平仓,2020
977,参照_回调线入场_B,2020-06-24 12:00,2020-06-24 12:00,做空,9585.0,9585.0,0.0,104.92,9585.0,回调线入场,9585.0,9689.92,8434.8,2020-06-25 16:00,9325.85,7,2.4699,2.704,0.0,KAMA跟踪,2020
978,参照_回调线入场_B,2020-06-22 16:00,2020-06-22 16:00,做多,9450.0,9386.79,0.669,106.95,9386.79,回调线入场,9386.79,9279.84,11451.88,2020-06-24 04:00,9602.64,9,2.0184,2.3,0.0,KAMA跟踪,2020
979,参照_回调线入场_B,2020-06-18 00:00,2020-06-18 00:00,做空,9355.0,9416.0,0.652,137.1,9416.0,回调线入场,9416.0,9553.1,8286.08,2020-06-18 16:00,9435.97,4,-0.1457,-0.212,0.0,KAMA跟踪,2020
980,参照_回调线入场_B,2020-06-16 08:00,2020-06-16 08:00,做多,9490.83,9368.32,1.291,129.13,9368.32,回调线入场,9368.32,9239.19,11429.35,2020-06-17 20:00,9405.18,9,0.2854,0.393,0.0,KAMA跟踪,2020
981,参照_回调线入场_B,2020-06-11 20:00,2020-06-11 20:00,做空,9681.21,9681.21,0.0,133.5,9681.21,回调线入场,9681.21,9814.71,8519.46,2020-06-14 00:00,9494.51,13,1.3985,1.928,0.0,KAMA跟踪,2020
982,参照_回调线入场_B,2020-06-11 00:00,2020-06-11 00:00,做多,9832.52,9832.52,0.0,135.59,9832.52,回调线入场,9832.52,9696.93,11995.67,2020-06-11 16:00,9801.0,4,-0.2325,-0.321,0.0,保本平仓,2020
983,参照_回调线入场_B,2020-06-07 16:00,2020-06-07 16:00,做空,9579.0,9579.0,0.0,146.82,9579.0,回调线入场,9579.0,9725.82,8429.52,2020-06-08 00:00,9725.82,2,-1.0,-1.533,0.0,ATR止损,2020
984,参照_回调线入场_B,2020-06-04 04:00,2020-06-04 04:00,做多,9644.0,9548.97,0.985,198.57,9548.97,回调线入场,9548.97,9350.4,11649.74,2020-06-04 20:00,9618.41,4,0.3497,0.727,0.0,KAMA跟踪,2020
985,参照_回调线入场_B,2020-06-02 04:00,2020-06-02 04:00,做多,9615.0,9615.0,0.0,146.35,9615.0,回调线入场,9615.0,9468.65,11730.3,2020-06-02 20:00,9796.76,4,1.242,1.89,0.0,KAMA跟踪,2020
986,参照_回调线入场_B,2020-05-31 04:00,2020-05-31 04:00,做多,9596.0,9596.0,0.0,155.17,9596.0,回调线入场,9596.0,9440.83,11707.12,2020-05-31 20:00,9586.7,4,-0.0599,-0.097,0.0,保本平仓,2020
987,参照_回调线入场_B,2020-05-27 16:00,2020-05-27 16:00,做多,9011.82,9011.82,0.0,176.91,9011.82,回调线入场,9011.82,8834.91,10994.42,2020-05-29 16:00,9412.18,12,2.2631,4.443,0.0,KAMA跟踪,2020
988,参照_回调线入场_B,2020-05-26 20:00,2020-05-26 20:00,做空,8724.34,8724.34,0.0,184.43,8724.34,回调线入场,8724.34,8908.77,7677.42,2020-05-27 12:00,8825.33,4,-0.5476,-1.158,0.0,保本平仓,2020
989,参照_回调线入场_B,2020-05-24 20:00,2020-05-24 20:00,做空,9076.9,9076.9,0.0,190.74,9076.9,回调线入场,9076.9,9267.64,7987.67,2020-05-26 00:00,8940.69,7,0.7141,1.501,0.0,KAMA跟踪,2020
