序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
1007,2023-09-27 16:00,做多,6K极值,26281.2,177.41,0.676,-3.34,34,-0.02,3.52,确认,,,2023-09-29 20:00,26722.22,13,2.486,,2.486,2.0x,,2.0x,4.972,,4.972,KAMA跟踪止损,2023
1008,2023-09-26 20:00,做空,6K极值,26177.95,188.04,0.716,-3.32,5,0.1,2.07,弱突破,,,2023-09-26 20:00,26116.51,0,0.327,,0.327,1.5x,,1.5x,0.49,,0.49,弱突破平仓,2023
1009,2023-09-26 00:00,做多,6K极值,26287.9,197.09,0.751,-3.54,3,0.31,2.1,弱突破,,,2023-09-26 00:00,26316.27,0,0.144,,0.144,2.0x,,2.0x,0.288,,0.288,弱突破平仓,2023
1010,2023-09-25 04:00,做空,6K极值,26353.71,174.54,0.66,-2.88,55,0.44,1.76,确认,,,2023-09-25 20:00,26280.09,4,0.422,,0.422,1.5x,,1.5x,0.633,,0.633,KAMA跟踪止损,2023
1011,2023-09-21 16:00,做空,基准值,26911.61,276.31,1.024,-1.13,13,-0.23,1.43,确认,,,2023-09-25 00:00,26643.09,20,0.972,,0.972,1.5x,,1.5x,1.458,,1.458,KAMA跟踪止损,2023
1012,2023-09-21 00:00,做空,基准值,26930.48,274.93,1.012,-0.52,6,-0.23,1.83,弱突破,,,2023-09-21 00:00,26917.04,0,0.049,,0.049,1.5x,,1.5x,0.073,,0.073,弱突破平仓,2023
1013,2023-09-19 16:00,做多,基准值,26869.2,241.12,0.898,-1.76,3,0.12,3.26,确认,,,2023-09-20 12:00,26938.82,5,0.289,,0.289,2.0x,,2.0x,0.577,,0.577,KAMA跟踪止损,2023
1014,2023-09-18 16:00,做多,6K极值,26784.17,215.64,0.808,-2.26,106,0.79,3.92,确认,,,2023-09-19 04:00,26754.0,3,-0.14,,-0.14,2.0x,,2.0x,-0.28,,-0.28,3K收盘认赔,2023
1015,2023-09-18 08:00,做多,基准值,26587.81,207.64,0.783,-3.0,11,-0.15,1.97,弱突破,,,2023-09-18 08:00,26646.3,0,0.282,,0.282,2.0x,,2.0x,0.563,,0.563,弱突破平仓,2023
1016,2023-09-15 20:00,做空,6K极值,26371.18,282.07,1.068,-3.53,6,0.35,1.07,弱突破,,,2023-09-15 20:00,26311.0,0,0.213,,0.213,1.5x,,1.5x,0.32,,0.32,弱突破平仓,2023
1017,2023-09-15 16:00,做空,6K极值,26441.16,281.02,1.058,-3.02,4,0.41,0.64,弱突破,,,2023-09-15 16:00,26417.3,0,0.085,,0.085,1.5x,,1.5x,0.127,,0.127,弱突破平仓,2023
1018,2023-09-14 20:00,做多,基准值,26535.8,292.84,1.108,-3.54,82,0.86,1.95,弱突破,,,2023-09-14 20:00,26679.0,0,0.489,,0.489,2.0x,,2.0x,0.978,,0.978,弱突破平仓,2023
1019,2023-09-13 16:00,做多,基准值,26149.9,291.52,1.127,-5.7,3,-0.72,1.02,弱突破,,,2023-09-13 16:00,26188.93,0,0.134,,0.134,2.0x,,2.0x,0.268,,0.268,弱突破平仓,2023
1020,2023-09-12 16:00,做多,6K极值,25974.58,255.44,0.99,-6.03,23,3.21,2.5,弱突破,,,2023-09-12 16:00,26081.8,0,0.42,,0.42,2.0x,,2.0x,0.839,,0.839,弱突破平仓,2023
1021,2023-09-11 20:00,做空,6K极值,25579.1,182.21,0.712,-6.99,147,0.92,7.22,确认,,,2023-09-12 08:00,25788.77,3,-1.151,,-1.151,1.5x,是,1.0x,-1.151,,-1.151,3K收盘认赔,2023
1022,2023-09-11 16:00,做空,6K极值,25646.97,179.24,0.695,-6.22,3,-0.05,2.24,弱突破,,,2023-09-11 16:00,25591.9,0,0.307,,0.307,1.5x,,1.5x,0.461,,0.461,弱突破平仓,2023
1023,2023-09-08 04:00,做多,6K极值,25966.3,198.33,0.767,-6.71,42,0.47,3.33,确认,,,2023-09-08 16:00,25829.0,3,-0.692,,-0.692,2.0x,,2.0x,-1.385,,-1.385,3K收盘认赔,2023
1024,2023-09-08 00:00,做多,基准值,25838.0,198.04,0.769,-7.09,5,-0.22,1.44,弱突破,,,2023-09-08 00:00,25874.2,0,0.183,,0.183,2.0x,,2.0x,0.366,,0.366,弱突破平仓,2023
1025,2023-09-06 20:00,做空,6K极值,25701.59,194.97,0.758,-7.4,8,0.22,2.24,确认,,,2023-09-07 00:00,25896.57,1,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2023
1026,2023-09-04 20:00,做空,6K极值,25854.69,229.02,0.885,-7.24,4,0.32,1.7,弱突破,,,2023-09-04 20:00,25803.9,0,0.222,,0.222,1.5x,,1.5x,0.333,,0.333,弱突破平仓,2023
1027,2023-09-03 12:00,做多,基准值,25926.5,260.95,1.009,-7.54,3,-0.13,0.22,弱突破,,,2023-09-03 12:00,25941.09,0,0.056,,0.056,2.0x,,2.0x,0.112,,0.112,弱突破平仓,2023
1028,2023-08-31 20:00,做空,基准值,27168.41,264.72,0.97,-3.03,11,-0.01,1.59,确认,,,2023-09-02 20:00,25916.49,12,4.729,,4.729,1.5x,,1.5x,7.094,,7.094,KAMA跟踪止损,2023
1029,2023-08-29 20:00,做多,基准值,26195.22,176.96,0.682,-8.04,69,-0.55,16.78,确认,是,27823.67,2023-08-30 20:00,27093.92,6,5.079,-0.404,4.674,2.0x,,2.0x,10.157,-0.808,9.349,KAMA跟踪止损,2023
1030,2023-08-28 12:00,做空,6K极值,25977.44,177.72,0.683,-7.96,14,0.41,1.28,弱突破,,,2023-08-28 12:00,25923.0,0,0.306,,0.306,1.5x,,1.5x,0.46,,0.46,弱突破平仓,2023
1031,2023-08-28 08:00,做空,6K极值,26026.4,181.04,0.694,-7.86,5,-0.15,1.0,弱突破,,,2023-08-28 08:00,26002.68,0,0.131,,0.131,1.5x,,1.5x,0.196,,0.196,弱突破平仓,2023
1032,2023-08-27 20:00,做多,6K极值,26087.3,190.57,0.732,-8.0,8,0.17,0.7,弱突破,,,2023-08-27 20:00,26110.8,0,0.123,,0.123,2.0x,,2.0x,0.247,,0.247,弱突破平仓,2023
1033,2023-08-27 16:00,做多,6K极值,26042.47,197.0,0.757,-8.07,4,0.02,0.42,弱突破,,,2023-08-27 16:00,26049.0,0,0.033,,0.033,2.0x,,2.0x,0.066,,0.066,弱突破平仓,2023
1034,2023-08-25 20:00,做空,6K极值,25964.23,263.19,1.009,-8.29,4,0.29,2.58,弱突破,,,2023-08-25 20:00,25919.74,0,0.169,,0.169,1.5x,,1.5x,0.254,,0.254,弱突破平仓,2023
1035,2023-08-24 00:00,做多,6K极值,26170.3,259.68,0.994,-8.57,33,0.54,3.53,确认,,,2023-08-24 20:00,26170.3,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2023
1036,2023-08-23 00:00,做空,6K极值,25913.68,237.8,0.917,-9.49,23,0.43,3.87,确认,,,2023-08-23 08:00,26151.49,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2023
1037,2023-08-22 20:00,做空,6K极值,25983.92,241.18,0.926,-9.09,4,0.28,1.49,弱突破,,,2023-08-22 20:00,25928.94,0,0.228,,0.228,1.5x,,1.5x,0.342,,0.342,弱突破平仓,2023
1038,2023-08-19 20:00,做多,基准值,26146.1,339.64,1.312,-10.35,3,-0.6,0.58,弱突破,,,2023-08-19 20:00,26201.33,0,0.163,,0.163,2.0x,,2.0x,0.325,,0.325,弱突破平仓,2023
1039,2023-08-18 20:00,做空,6K极值,26161.24,347.21,1.311,-8.55,3,0.49,1.71,弱突破,,,2023-08-18 20:00,25993.0,0,0.485,,0.485,1.5x,,1.5x,0.727,,0.727,弱突破平仓,2023
1040,2023-08-16 00:00,做空,6K极值,29300.28,153.92,0.525,0.67,9,0.25,2.78,确认,,,2023-08-18 04:00,25784.25,13,22.843,,22.843,1.5x,,1.5x,34.265,,34.265,止盈,2023
1041,2023-08-15 20:00,做空,6K极值,29340.31,152.16,0.518,0.81,4,0.21,1.97,弱突破,,,2023-08-15 20:00,29316.0,0,0.16,,0.16,1.5x,,1.5x,0.24,,0.24,弱突破平仓,2023
1042,2023-08-14 20:00,做多,6K极值,29481.9,139.88,0.476,0.97,23,0.36,3.89,确认,,,2023-08-15 00:00,29342.02,1,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2023
1043,2023-08-14 04:00,做空,6K极值,29317.37,133.67,0.454,1.09,12,-0.14,1.08,弱突破,,,2023-08-14 04:00,29293.6,0,0.178,,0.178,1.5x,,1.5x,0.267,,0.267,弱突破平仓,2023
1044,2023-08-14 00:00,做多,基准值,29403.95,133.04,0.453,0.87,3,-0.14,0.92,弱突破,,,2023-08-14 00:00,29426.1,0,0.166,,0.166,2.0x,,2.0x,0.333,,0.333,弱突破平仓,2023
1045,2023-08-13 12:00,做空,6K极值,29386.9,148.39,0.505,1.01,4,0.08,0.45,弱突破,,,2023-08-13 12:00,29385.6,0,0.009,,0.009,1.5x,,1.5x,0.013,,0.013,弱突破平仓,2023
1046,2023-08-10 20:00,做空,6K极值,29465.08,216.07,0.733,1.4,3,0.27,1.74,弱突破,,,2023-08-10 20:00,29452.9,0,0.056,,0.056,1.5x,,1.5x,0.085,,0.085,弱突破平仓,2023
1047,2023-08-08 16:00,做多,6K极值,29313.76,180.1,0.617,0.4,34,0.11,1.73,确认,,,2023-08-10 00:00,29594.24,8,1.557,,1.557,2.0x,,2.0x,3.115,,3.115,KAMA跟踪止损,2023
1048,2023-08-08 04:00,做多,6K极值,29177.0,186.46,0.64,0.36,4,0.21,1.13,弱突破,,,2023-08-08 04:00,29203.36,0,0.141,,0.141,2.0x,,2.0x,0.283,,0.283,弱突破平仓,2023
1049,2023-08-07 20:00,做空,基准值,29007.36,162.34,0.558,0.16,15,-0.03,3.66,确认,,,2023-08-08 00:00,29169.7,1,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2023
1050,2023-08-06 20:00,做空,基准值,29025.28,170.64,0.587,0.11,4,-0.03,0.66,弱突破,,,2023-08-06 20:00,29004.86,0,0.12,,0.12,1.5x,,1.5x,0.179,,0.179,弱突破平仓,2023
1051,2023-08-05 00:00,做空,基准值,29120.53,219.39,0.75,0.77,7,-0.37,1.04,弱突破,,,2023-08-05 00:00,29023.7,0,0.441,,0.441,1.5x,,1.5x,0.662,,0.662,弱突破平仓,2023
1052,2023-08-04 20:00,做多,6K极值,29248.3,220.64,0.757,0.44,3,-0.06,0.92,弱突破,,,2023-08-04 20:00,29258.8,0,0.048,,0.048,2.0x,,2.0x,0.095,,0.095,弱突破平仓,2023
1053,2023-08-03 00:00,做空,6K极值,29169.53,234.91,0.801,0.98,5,1.05,1.97,弱突破,,,2023-08-03 00:00,29144.43,0,0.107,,0.107,1.5x,,1.5x,0.16,,0.16,弱突破平仓,2023
1054,2023-08-02 04:00,做多,6K极值,29326.5,202.97,0.694,0.83,50,1.17,2.48,确认,,,2023-08-02 20:00,29326.5,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2023
1055,2023-07-31 20:00,做空,6K极值,29320.68,157.67,0.536,1.35,3,-0.42,2.14,确认,,,2023-08-02 00:00,29218.07,7,0.651,,0.651,1.5x,,1.5x,0.976,,0.976,KAMA跟踪止损,2023
1056,2023-07-31 00:00,做空,6K极值,29227.48,155.96,0.532,1.17,11,-0.13,1.34,弱突破,,,2023-07-31 00:00,29187.4,0,0.257,,0.257,1.5x,,1.5x,0.385,,0.385,弱突破平仓,2023
1057,2023-07-30 04:00,做多,6K极值,29338.7,176.14,0.601,1.17,3,0.15,0.26,弱突破,,,2023-07-30 04:00,29340.39,0,0.01,,0.01,2.0x,,2.0x,0.019,,0.019,弱突破平仓,2023
1058,2023-07-29 16:00,做空,基准值,29270.1,193.53,0.661,1.01,3,0.09,0.45,弱突破,,,2023-07-29 16:00,29254.0,0,0.083,,0.083,1.5x,,1.5x,0.125,,0.125,弱突破平仓,2023
1059,2023-07-28 20:00,做多,基准值,29295.0,202.27,0.693,0.75,5,-0.06,2.39,弱突破,,,2023-07-28 20:00,29378.4,0,0.412,,0.412,2.0x,,2.0x,0.825,,0.825,弱突破平仓,2023
1060,2023-07-28 00:00,做空,6K极值,29224.57,219.12,0.748,1.08,7,0.35,1.3,弱突破,,,2023-07-28 00:00,29151.9,0,0.332,,0.332,1.5x,,1.5x,0.497,,0.497,弱突破平仓,2023
1061,2023-07-27 20:00,做空,基准值,29286.37,216.43,0.734,1.8,3,-0.53,1.15,弱突破,,,2023-07-27 20:00,29284.11,0,0.01,,0.01,1.5x,,1.5x,0.016,,0.016,弱突破平仓,2023
1062,2023-07-27 00:00,做多,6K极值,29339.8,215.09,0.734,1.19,3,0.27,2.04,弱突破,,,2023-07-27 00:00,29389.9,0,0.233,,0.233,2.0x,,2.0x,0.466,,0.466,弱突破平仓,2023
1063,2023-07-24 16:00,做空,6K极值,29646.19,226.67,0.76,3.01,196,0.89,3.91,确认,,,2023-07-26 08:00,29343.92,10,1.334,,1.334,1.5x,,1.5x,2.0,,2.0,KAMA跟踪止损,2023
1064,2023-07-24 00:00,做多,基准值,29972.6,203.45,0.681,3.27,18,0.17,2.34,确认,,,2023-07-24 08:00,29769.15,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2023
1065,2023-07-23 12:00,做多,基准值,29893.35,220.77,0.74,3.1,4,-0.16,0.82,弱突破,,,2023-07-23 12:00,29902.9,0,0.043,,0.043,2.0x,,2.0x,0.087,,0.087,弱突破平仓,2023
1066,2023-07-23 04:00,做空,6K极值,29788.05,224.12,0.752,3.16,6,0.38,0.74,弱突破,,,2023-07-23 04:00,29787.4,0,0.003,,0.003,1.5x,,1.5x,0.004,,0.004,弱突破平仓,2023
1067,2023-07-20 20:00,做空,基准值,29868.3,269.71,0.891,4.93,5,-1.27,2.63,弱突破,,,2023-07-20 20:00,29794.44,0,0.274,,0.274,1.5x,,1.5x,0.411,,0.411,弱突破平仓,2023
1068,2023-07-20 16:00,做多,6K极值,30226.4,270.38,0.895,4.66,14,0.54,1.5,弱突破,,,2023-07-20 16:00,30274.1,0,0.176,,0.176,2.0x,,2.0x,0.353,,0.353,弱突破平仓,2023
1069,2023-07-20 12:00,做多,基准值,30087.1,268.07,0.895,3.76,12,-0.01,1.06,弱突破,,,2023-07-20 12:00,30195.6,0,0.405,,0.405,2.0x,,2.0x,0.809,,0.809,弱突破平仓,2023
1070,2023-07-19 08:00,做多,基准值,30006.48,283.93,0.951,3.67,3,-0.08,1.05,弱突破,,,2023-07-19 08:00,30047.9,0,0.146,,0.146,2.0x,,2.0x,0.292,,0.292,弱突破平仓,2023
1071,2023-07-18 16:00,做空,基准值,29872.98,279.91,0.935,4.03,3,-0.23,1.75,弱突破,,,2023-07-18 16:00,29872.0,0,0.003,,0.003,1.5x,,1.5x,0.005,,0.005,弱突破平仓,2023
1072,2023-07-18 00:00,做空,6K极值,29982.5,269.4,0.893,4.87,63,0.45,2.76,弱突破,,,2023-07-18 00:00,29882.51,0,0.371,,0.371,1.5x,,1.5x,0.557,,0.557,弱突破平仓,2023
1073,2023-07-16 20:00,做多,6K极值,30338.3,293.58,0.969,5.47,8,0.06,0.52,弱突破,,,2023-07-16 20:00,30367.36,0,0.099,,0.099,2.0x,,2.0x,0.198,,0.198,弱突破平仓,2023
1074,2023-07-16 08:00,做空,基准值,30240.84,313.32,1.035,5.57,6,0.07,0.59,弱突破,,,2023-07-16 08:00,30174.0,0,0.213,,0.213,1.5x,,1.5x,0.32,,0.32,弱突破平仓,2023
1075,2023-07-13 20:00,做多,6K极值,30624.0,274.57,0.899,6.81,5,0.53,2.92,确认,,,2023-07-15 00:00,30842.21,7,0.795,,0.795,2.0x,,2.0x,1.589,,1.589,KAMA跟踪止损,2023
1076,2023-07-13 00:00,做空,6K极值,30466.01,288.52,0.946,7.06,10,0.22,1.46,确认,,,2023-07-13 16:00,30466.01,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2023
1077,2023-07-12 12:00,做多,基准值,30680.9,284.93,0.932,7.3,3,-0.01,1.07,弱突破,,,2023-07-12 12:00,30730.0,0,0.172,,0.172,2.0x,,2.0x,0.345,,0.345,弱突破平仓,2023
1078,2023-07-11 00:00,做多,6K极值,30350.0,251.92,0.831,6.76,24,0.52,2.66,确认,,,2023-07-11 16:00,30459.73,4,0.436,,0.436,2.0x,,2.0x,0.871,,0.871,KAMA跟踪止损,2023
1079,2023-07-10 20:00,做多,基准值,30233.7,253.87,0.84,6.48,4,0.25,1.82,弱突破,,,2023-07-10 20:00,30302.59,0,0.271,,0.271,2.0x,,2.0x,0.543,,0.543,弱突破平仓,2023
1080,2023-07-10 04:00,做空,6K极值,30173.55,264.01,0.873,6.71,5,0.08,0.65,弱突破,,,2023-07-10 04:00,30147.9,0,0.097,,0.097,1.5x,,1.5x,0.146,,0.146,弱突破平仓,2023
1081,2023-07-09 00:00,做空,基准值,30136.63,304.34,1.008,6.8,6,0.21,0.45,弱突破,,,2023-07-09 00:00,30101.37,0,0.116,,0.116,1.5x,,1.5x,0.174,,0.174,弱突破平仓,2023
1082,2023-07-07 20:00,做多,6K极值,30292.8,356.09,1.183,6.69,4,0.74,1.46,弱突破,,,2023-07-07 20:00,30376.3,0,0.234,,0.234,2.0x,,2.0x,0.469,,0.469,弱突破平仓,2023
1083,2023-07-05 00:00,做空,6K极值,30864.52,316.56,1.023,10.43,6,0.74,2.18,确认,,,2023-07-06 12:00,30655.02,9,0.662,,0.662,1.5x,,1.5x,0.993,,0.993,KAMA跟踪止损,2023
1084,2023-07-03 20:00,做多,基准值,30792.9,305.8,0.999,9.53,17,0.02,1.75,确认,,,2023-07-04 16:00,30865.58,5,0.238,,0.238,2.0x,,2.0x,0.475,,0.475,KAMA跟踪止损,2023
1085,2023-06-30 20:00,做空,基准值,30344.04,379.15,1.227,11.55,8,-1.52,4.83,确认,,,2023-07-01 08:00,30391.3,3,-0.125,,-0.125,1.5x,,1.5x,-0.187,,-0.187,3K收盘认赔,2023
1086,2023-06-29 16:00,做多,6K极值,30413.11,364.83,1.203,9.81,7,0.83,1.5,确认,,,2023-06-30 08:00,30413.11,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2023
1087,2023-06-28 12:00,做空,6K极值,30343.86,377.49,1.24,10.53,7,0.15,0.89,弱突破,,,2023-06-28 12:00,30177.0,0,0.442,,0.442,1.5x,,1.5x,0.663,,0.663,弱突破平仓,2023
1088,2023-06-27 16:00,做多,6K极值,30482.4,379.49,1.248,10.69,10,0.56,1.52,确认,,,2023-06-28 08:00,30482.4,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2023
1089,2023-06-23 20:00,做多,6K极值,30192.0,410.78,1.363,11.17,2282,0.83,2.16,确认,是,30874.6,2023-06-26 04:00,30308.92,14,0.285,-0.517,-0.233,2.0x,,2.0x,0.569,-1.035,-0.465,KAMA跟踪止损,2023
1090,2023-06-22 20:00,做空,6K极值,29838.19,427.62,1.429,10.82,3,0.23,1.43,弱突破,,,2023-06-22 20:00,29837.2,0,0.002,,0.002,1.5x,,1.5x,0.003,,0.003,弱突破平仓,2023
1091,2023-06-21 00:00,做多,6K极值,27118.8,284.35,1.051,0.86,126,0.65,6.2,确认,是,28291.7,2023-06-22 16:00,29985.24,10,10.081,1.162,11.243,2.0x,,2.0x,20.161,2.324,22.485,KAMA跟踪止损,2023
1092,2023-06-20 00:00,做多,6K极值,26568.8,252.65,0.956,-1.32,4,0.14,3.51,弱突破,,,2023-06-20 00:00,26671.5,0,0.406,,0.406,2.0x,,2.0x,0.813,,0.813,弱突破平仓,2023
1093,2023-06-16 20:00,做多,6K极值,25618.0,292.99,1.151,-5.01,9,-0.49,2.12,确认,,,2023-06-19 04:00,26412.64,14,2.712,,2.712,2.0x,,2.0x,5.424,,5.424,KAMA跟踪止损,2023
1094,2023-06-16 04:00,做多,6K极值,25500.0,304.44,1.196,-5.11,5,1.89,1.62,弱突破,,,2023-06-16 04:00,25588.48,0,0.291,,0.291,2.0x,,2.0x,0.581,,0.581,弱突破平仓,2023
1095,2023-06-15 04:00,做空,6K极值,25771.24,271.9,1.051,-3.69,538,0.09,3.89,确认,,,2023-06-16 00:00,25291.08,5,1.766,,1.766,1.5x,,1.5x,2.649,,2.649,KAMA跟踪止损,2023
1096,2023-06-13 20:00,做空,基准值,25812.8,288.51,1.102,-2.68,4,-1.11,2.84,弱突破,,,2023-06-13 20:00,25751.0,0,0.214,,0.214,1.5x,,1.5x,0.321,,0.321,弱突破平仓,2023
1097,2023-06-13 16:00,做多,6K极值,26146.11,292.36,1.122,-3.13,8,0.96,1.04,弱突破,,,2023-06-13 16:00,26182.8,0,0.125,,0.125,2.0x,,2.0x,0.251,,0.251,弱突破平仓,2023
1098,2023-06-13 08:00,做多,基准值,25983.2,297.67,1.149,-3.85,3,-0.3,1.13,弱突破,,,2023-06-13 08:00,26054.7,0,0.24,,0.24,2.0x,,2.0x,0.48,,0.48,弱突破平仓,2023
1099,2023-06-10 12:00,做空,6K极值,26258.95,303.8,1.155,-2.52,21,0.58,3.31,确认,,,2023-06-12 00:00,25847.17,9,1.355,,1.355,1.5x,,1.5x,2.033,,2.033,KAMA跟踪止损,2023
1100,2023-06-10 08:00,做空,6K极值,26374.93,305.79,1.155,-2.07,5,0.5,0.66,弱突破,,,2023-06-10 08:00,26312.77,0,0.203,,0.203,1.5x,,1.5x,0.305,,0.305,弱突破平仓,2023
1101,2023-06-10 00:00,做空,基准值,26414.57,325.51,1.23,-2.08,3,0.03,0.49,弱突破,,,2023-06-10 00:00,26399.0,0,0.048,,0.048,1.5x,,1.5x,0.072,,0.072,弱突破平仓,2023
1102,2023-06-08 20:00,做多,6K极值,26511.4,348.36,1.318,-2.3,5,0.36,1.19,确认,,,2023-06-09 08:00,26473.11,3,-0.11,,-0.11,2.0x,,2.0x,-0.22,,-0.22,3K收盘认赔,2023
1103,2023-06-07 00:00,做多,6K极值,26113.03,291.07,1.117,-3.8,9,1.29,3.5,确认,是,27219.0,2023-06-08 04:00,26159.74,7,0.16,-0.758,-0.598,2.0x,,2.0x,0.321,-1.516,-1.196,KAMA跟踪止损,2023
1104,2023-06-05 08:00,做空,6K极值,27041.38,239.42,0.883,-0.03,17,0.31,1.71,确认,,,2023-06-06 20:00,25851.31,9,4.971,,4.971,1.5x,,1.5x,7.456,,7.456,KAMA跟踪止损,2023
1105,2023-06-05 04:00,做空,基准值,27111.47,231.21,0.85,0.33,3,-0.23,1.83,弱突破,,,2023-06-05 04:00,27108.69,0,0.012,,0.012,1.5x,,1.5x,0.018,,0.018,弱突破平仓,2023
1106,2023-06-04 16:00,做多,6K极值,27154.0,251.11,0.925,0.09,3,0.21,0.58,弱突破,,,2023-06-04 16:00,27192.22,0,0.152,,0.152,2.0x,,2.0x,0.304,,0.304,弱突破平仓,2023
1107,2023-06-04 00:00,做空,基准值,27100.9,264.89,0.97,0.67,5,-0.62,0.87,弱突破,,,2023-06-04 00:00,27085.0,0,0.06,,0.06,1.5x,,1.5x,0.09,,0.09,弱突破平仓,2023
1108,2023-06-03 20:00,做多,基准值,27233.85,268.01,0.988,0.01,14,-0.41,0.56,弱突破,,,2023-06-03 20:00,27299.62,0,0.245,,0.245,2.0x,,2.0x,0.491,,0.491,弱突破平仓,2023
1109,2023-06-03 00:00,做多,6K极值,27226.22,303.22,1.12,-0.13,9,0.33,0.8,弱突破,,,2023-06-03 00:00,27226.5,0,0.001,,0.001,2.0x,,2.0x,0.002,,0.002,弱突破平仓,2023
1110,2023-05-31 12:00,做空,基准值,27546.18,278.2,1.006,1.92,15,0.07,2.51,确认,,,2023-06-02 12:00,27138.67,12,1.465,,1.465,1.5x,,1.5x,2.197,,2.197,KAMA跟踪止损,2023
1111,2023-05-30 16:00,做多,6K极值,27930.0,273.32,0.986,2.22,6,0.36,1.15,弱突破,,,2023-05-30 16:00,28015.35,0,0.312,,0.312,2.0x,,2.0x,0.625,,0.625,弱突破平仓,2023
1112,2023-05-28 08:00,做多,6K极值,26882.25,232.11,0.865,-0.8,23,0.58,1.79,确认,,,2023-05-29 20:00,27727.86,9,3.643,,3.643,2.0x,,2.0x,7.286,,7.286,KAMA跟踪止损,2023
1113,2023-05-28 04:00,做多,6K极值,26830.64,235.64,0.882,-1.25,7,0.02,0.37,弱突破,,,2023-05-28 04:00,26843.58,0,0.055,,0.055,2.0x,,2.0x,0.11,,0.11,弱突破平仓,2023
1114,2023-05-26 20:00,做多,6K极值,26540.0,254.55,0.962,-2.27,12,-0.04,2.13,确认,,,2023-05-27 20:00,26588.84,6,0.192,,0.192,2.0x,,2.0x,0.384,,0.384,KAMA跟踪止损,2023
1115,2023-05-24 08:00,做空,6K极值,27096.9,236.02,0.867,0.34,7,0.45,2.09,确认,,,2023-05-25 20:00,26407.73,9,2.92,,2.92,1.5x,,1.5x,4.38,,4.38,KAMA跟踪止损,2023
1116,2023-05-23 08:00,做多,基准值,27092.22,232.9,0.868,-1.01,26,0.08,2.9,确认,,,2023-05-24 00:00,27100.27,4,0.035,,0.035,2.0x,,2.0x,0.069,,0.069,KAMA跟踪止损,2023
1117,2023-05-21 16:00,做空,基准值,26956.44,246.09,0.91,-0.29,7,0.03,1.12,确认,,,2023-05-22 20:00,26956.44,7,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2023
1118,2023-05-21 08:00,做多,6K极值,27141.33,253.92,0.937,-0.15,14,0.83,0.63,弱突破,,,2023-05-21 08:00,27166.4,0,0.099,,0.099,2.0x,,2.0x,0.197,,0.197,弱突破平仓,2023
1119,2023-05-21 00:00,做多,6K极值,26962.7,259.31,0.963,-0.73,6,0.31,0.79,弱突破,,,2023-05-21 00:00,27054.2,0,0.353,,0.353,2.0x,,2.0x,0.706,,0.706,弱突破平仓,2023
1120,2023-05-20 20:00,做多,6K极值,26908.9,267.66,0.996,-0.98,4,-0.0,0.38,弱突破,,,2023-05-20 20:00,26936.0,0,0.101,,0.101,2.0x,,2.0x,0.202,,0.202,弱突破平仓,2023
1121,2023-05-19 00:00,做空,6K极值,27043.55,310.87,1.148,-0.24,6,1.01,2.86,确认,,,2023-05-19 20:00,26972.34,5,0.229,,0.229,1.5x,,1.5x,0.344,,0.344,KAMA跟踪止损,2023
1122,2023-05-18 00:00,做多,基准值,27092.4,309.08,1.154,-1.34,10,-0.98,2.01,确认,,,2023-05-18 20:00,27092.4,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2023
1123,2023-05-17 16:00,做空,6K极值,26755.03,310.06,1.155,-1.17,19,0.32,1.44,弱突破,,,2023-05-17 16:00,26627.8,0,0.41,,0.41,1.5x,,1.5x,0.616,,0.616,弱突破平仓,2023
1124,2023-05-17 12:00,做空,基准值,26871.6,308.62,1.141,-0.37,12,-0.09,0.94,弱突破,,,2023-05-17 12:00,26834.91,0,0.119,,0.119,1.5x,,1.5x,0.178,,0.178,弱突破平仓,2023
1125,2023-05-14 20:00,做多,6K极值,26888.7,334.82,1.249,-1.3,16,0.12,1.21,确认,,,2023-05-16 08:00,27050.15,9,0.482,,0.482,2.0x,,2.0x,0.964,,0.964,KAMA跟踪止损,2023
1126,2023-05-12 12:00,做空,6K极值,26528.39,413.75,1.557,-2.18,332,2.2,1.48,确认,,,2023-05-13 04:00,26528.39,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2023
