序号,信号时间,方向,6K极值,入场基准,成交价,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,可能错过MFE%,可能错过R值,可能错过出场,可能错过持仓K数,是否错过大行情,年份
443,2025-01-02 12:00,做多,95523.5,95523.5,95523.5,回退6K极值,,1297.19,1.358,成交,弱突破,,,2025-01-02 12:00,95815.3,0,0.225,弱突破平仓,否,,0.0,0.0,否,2.41,0.508,止损,7,,2025
444,2024-12-31 20:00,做多,95031.6,95031.6,95031.6,回调基准,0.0,1411.64,1.485,成交,弱突破,,,2024-12-31 20:00,95389.4,0,0.253,弱突破平仓,否,,0.0,0.0,否,0.57,-1.0,止损,1,,2024
445,2024-12-30 00:00,做空,93925.4,94356.5,94356.5,回调基准,0.459,1288.67,1.366,成交,确认,95645.17,83033.72,2024-12-31 00:00,94356.5,6,-1.765,KAMA跟踪止损,是,92081.5,3.02,-0.33,否,,,,,,2024
446,2024-12-27 20:00,做空,94620.0,95200.1,95200.1,回调基准,0.613,1685.1,1.77,成交,弱突破,,,2024-12-27 20:00,94539.9,0,0.392,弱突破平仓,否,,0.0,0.0,否,1.85,0.0,止损,6,,2024
447,2024-12-26 16:00,做空,97570.0,97570.0,97570.0,回调基准,0.0,1722.09,1.765,成交,确认,99292.09,85861.6,2024-12-27 16:00,97062.49,6,0.295,KAMA跟踪止损,否,,3.02,0.01,否,,,,,,2024
448,2024-12-24 20:00,做多,96377.2,96377.2,96377.2,回调基准,0.0,1842.47,1.912,成交,确认,94534.73,117580.18,2024-12-26 12:00,97939.48,10,0.066,KAMA跟踪止损,是,99379.7,3.71,0.88,否,,,,,,2024
449,2024-12-24 00:00,做空,93060.3,93655.3,93655.3,回调基准,0.639,1945.27,2.077,成交,弱突破,,,2024-12-24 00:00,92997.7,0,0.338,弱突破平仓,否,,0.0,0.0,否,1.27,-0.28,止损,4,,2024
450,2024-12-23 20:00,做空,93655.3,93655.3,93655.3,回调基准,0.0,1873.08,2.0,成交,弱突破,,,2024-12-23 20:00,93217.6,0,0.234,弱突破平仓,否,,0.0,0.0,否,1.27,-0.36,止损,4,,2024
451,2024-12-22 20:00,做空,95867.3,96375.0,96375.0,回调基准,0.53,1873.46,1.944,成交,确认,98248.46,84810.0,2024-12-23 12:00,96375.0,4,0.0,KAMA跟踪止损,否,,2.82,-0.12,否,,,,,,2024
452,2024-12-22 12:00,做空,96375.0,96375.0,96375.0,回调基准,0.0,1949.53,2.023,成交,弱突破,,,2024-12-22 12:00,96192.1,0,0.094,弱突破平仓,否,,0.0,0.0,否,2.82,0.0,止损,6,,2024
453,2024-12-20 00:00,做空,98744.0,98744.0,98744.0,回调基准,0.0,1720.47,1.742,成交,确认,100464.47,86894.72,2024-12-21 12:00,98425.91,9,-3.134,KAMA跟踪止损,是,92715.1,6.55,-0.75,否,,,,,,2024
454,2024-12-18 08:00,做空,105252.0,105623.0,105623.0,回调基准,0.352,1510.31,1.43,成交,确认,107133.31,92948.24,2024-12-19 20:00,102730.41,9,1.949,KAMA跟踪止损,是,102782.1,6.51,0.26,否,,,,,,2024
455,2024-12-16 04:00,做多,103498.9,103498.9,103498.9,回退6K极值,,1324.76,1.28,成交,确认,102174.14,126268.66,2024-12-16 20:00,103566.17,4,-1.999,KAMA跟踪止损,是,106281.2,3.06,-0.23,否,,,,,,2024
456,2024-12-14 08:00,做多,101869.5,101869.5,101869.5,回退6K极值,,1580.08,1.551,成交,弱突破,,,2024-12-14 08:00,102040.7,0,0.108,弱突破平仓,否,,0.0,0.0,否,0.24,-0.169,止损,4,,2024
457,2024-12-11 20:00,做多,98499.9,98320.6,98320.6,回调基准,0.182,1755.82,1.786,成交,确认,96564.78,119951.13,2024-12-13 00:00,100205.6,7,0.568,KAMA跟踪止损,是,101094.1,4.29,0.98,否,,,,,,2024
458,2024-12-09 20:00,做空,98112.0,99409.3,99409.3,回调基准,1.322,1651.69,1.662,成交,确认,101060.99,87480.18,2024-12-11 12:00,97763.34,10,-0.26,KAMA跟踪止损,是,95687.9,5.4,0.97,否,,,,,,2024
459,2024-12-09 16:00,做空,98374.3,98709.4,98709.4,回调基准,0.341,1652.01,1.674,成交,弱突破,,,2024-12-09 16:00,98157.4,0,0.334,弱突破平仓,否,,0.0,0.0,否,1.17,-1.0,止损,1,,2024
460,2024-12-09 04:00,做多,100597.5,100497.5,100497.5,回调基准,0.099,1601.42,1.593,成交,弱突破,,,2024-12-09 04:00,101200.0,0,0.439,弱突破平仓,否,,0.0,0.0,否,0.8,-1.0,止损,1,,2024
461,2024-12-06 04:00,做空,97189.3,97189.3,97189.3,回调基准,0.0,1786.95,1.839,成交,弱突破,,,2024-12-06 04:00,97001.5,0,0.105,弱突破平仓,否,,0.0,0.0,否,0.78,-0.525,止损,4,,2024
462,2024-12-05 04:00,做多,97310.3,97310.3,97310.3,回退6K极值,,1362.66,1.4,成交,确认,95947.64,118718.57,2024-12-06 00:00,100004.52,5,-0.283,KAMA跟踪止损,是,103084.8,7.52,0.68,否,,,,,,2024
463,2024-12-05 00:00,做多,97041.1,97041.1,97041.1,回退6K极值,,1294.4,1.334,成交,弱突破,,,2024-12-05 00:00,97283.4,0,0.187,弱突破平仓,否,,0.0,0.0,否,7.82,2.289,止损,6,,2024
464,2024-12-02 16:00,做空,95788.4,96480.0,,回调基准,-0.722,1186.59,1.23,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
465,2024-12-02 12:00,做空,96249.1,96249.1,96249.1,回调基准,0.0,1185.27,1.231,成交,弱突破,,,2024-12-02 12:00,96053.6,0,0.165,弱突破平仓,否,,0.0,0.0,否,1.92,-1.0,止损,3,,2024
466,2024-12-01 16:00,做多,97128.4,97128.4,97128.4,回调基准,0.0,1226.36,1.263,成交,弱突破,,,2024-12-01 16:00,97163.7,0,0.029,弱突破平仓,否,,0.0,0.0,否,1.17,0.0,止损,4,,2024
467,2024-11-29 16:00,做多,96932.9,96284.0,96284.0,回调基准,0.669,1492.73,1.55,成交,确认,94791.27,117466.48,2024-11-30 16:00,96284.0,6,0.0,KAMA跟踪止损,否,,2.52,-0.14,否,,,,,,2024
468,2024-11-29 08:00,做多,96627.6,96627.6,96627.6,回调基准,0.0,1517.32,1.57,成交,弱突破,,,2024-11-29 08:00,96646.4,0,0.012,弱突破平仓,否,,0.0,0.0,否,2.16,0.0,止损,6,,2024
469,2024-11-27 20:00,做多,94745.2,94745.2,94745.2,回调基准,0.0,1592.48,1.681,成交,确认,93152.72,115589.14,2024-11-28 16:00,94745.2,5,0.0,KAMA跟踪止损,否,,2.64,-0.05,否,,,,,,2024
470,2024-11-26 16:00,做空,92666.0,92666.0,92666.0,回调基准,0.0,1554.8,1.678,成交,弱突破,,,2024-11-26 16:00,92420.0,0,0.158,弱突破平仓,否,,0.0,0.0,否,1.1,-1.0,止损,2,,2024
471,2024-11-26 04:00,做空,94467.4,96265.1,,回调基准,-1.903,1461.2,1.518,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
472,2024-11-24 20:00,做空,97173.5,97173.5,97173.5,回调基准,0.0,1305.92,1.344,成交,确认,98479.42,85512.68,2024-11-25 12:00,97173.5,4,0.0,KAMA跟踪止损,否,,1.39,-1.29,否,,,,,,2024
473,2024-11-21 08:00,做多,94849.0,94849.0,94849.0,回调基准,0.0,1598.31,1.685,成交,确认,93250.69,115715.78,2024-11-24 00:00,97715.27,16,1.606,KAMA跟踪止损,是,98014.0,5.07,0.82,否,,,,,,2024
474,2024-11-20 20:00,做多,93985.9,93985.9,93985.9,回调基准,0.0,1636.28,1.741,成交,弱突破,,,2024-11-20 20:00,94737.6,0,0.459,弱突破平仓,否,,0.0,0.0,否,6.04,2.279,止损,19,,2024
475,2024-11-20 00:00,做多,92885.0,92675.9,92675.9,回调基准,0.225,1708.53,1.844,成交,弱突破,,,2024-11-20 00:00,93271.4,0,0.349,弱突破平仓,否,,0.0,0.0,否,7.54,2.95,止损,24,,2024
476,2024-11-18 12:00,做多,91539.6,91539.6,91539.6,回调基准,0.0,1644.74,1.797,成交,弱突破,,,2024-11-18 12:00,91795.9,0,0.156,弱突破平仓,否,,0.0,0.0,否,1.27,-1.0,止损,2,,2024
477,2024-11-16 04:00,做多,90898.0,89502.6,,回调基准,1.535,2180.92,2.437,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
478,2024-11-15 04:00,做空,87555.0,88005.1,88005.1,回调基准,0.514,2165.54,2.461,成交,弱突破,,,2024-11-15 04:00,87382.7,0,0.287,弱突破平仓,否,,0.0,0.0,否,1.02,-0.821,止损,4,,2024
479,2024-11-13 20:00,做多,89920.0,89920.0,89920.0,回调基准,0.0,1880.8,2.092,成交,确认,88039.2,109702.4,2024-11-14 04:00,88039.2,2,-1.0,前3K止损,否,,3.89,-2.13,否,,,,,,2024
480,2024-11-12 04:00,做多,86971.0,86971.0,86971.0,回退6K极值,,1437.02,1.652,成交,确认,85533.98,106104.62,2024-11-12 16:00,85533.98,3,-1.0,前3K止损,否,,3.56,-1.69,否,,,,,,2024
481,2024-11-06 08:00,做多,70537.4,70537.4,70537.4,回退6K极值,,990.41,1.404,成交,确认,69546.99,86055.63,2024-11-12 00:00,86055.63,34,28.41,止盈,是,73435.9,23.3,3.1,否,,,,,,2024
482,2024-11-05 20:00,做多,69243.8,69243.8,69243.8,回调基准,0.0,899.85,1.3,成交,弱突破,,,2024-11-05 20:00,69615.3,0,0.413,弱突破平仓,否,,0.0,0.0,否,25.6,16.929,止盈,37,是,2024
483,2024-11-03 08:00,做空,69022.8,69022.8,69022.8,回调基准,0.0,857.5,1.242,成交,确认,69880.3,60740.06,2024-11-04 04:00,69022.8,5,0.0,KAMA跟踪止损,否,,2.28,-0.47,否,,,,,,2024
484,2024-10-31 20:00,做空,71444.2,71444.2,71444.2,回调基准,0.0,805.21,1.127,成交,确认,72249.41,62870.9,2024-11-01 20:00,70583.13,6,0.504,KAMA跟踪止损,是,70128.1,3.6,-0.29,否,,,,,,2024
485,2024-10-29 08:00,做多,70331.0,70331.0,70331.0,回退6K极值,,750.8,1.068,成交,确认,69580.2,85803.82,2024-10-30 16:00,72069.02,8,1.907,KAMA跟踪止损,是,72374.9,4.73,0.67,否,,,,,,2024
486,2024-10-29 04:00,做多,69902.4,69902.4,69902.4,回退6K极值,,745.54,1.067,成交,弱突破,,,2024-10-29 04:00,69940.0,0,0.05,弱突破平仓,否,,0.0,0.0,否,5.38,2.906,止损,9,,2024
487,2024-10-29 00:00,做多,69272.1,69272.1,69272.1,回退6K极值,,706.97,1.021,成交,弱突破,,,2024-10-29 00:00,69566.1,0,0.416,弱突破平仓,否,,0.0,0.0,否,6.33,3.956,止损,10,,2024
488,2024-10-28 16:00,做多,68666.0,68666.0,68666.0,回退6K极值,,702.22,1.023,成交,弱突破,,,2024-10-28 16:00,68731.1,0,0.093,弱突破平仓,否,,0.0,0.0,否,7.27,4.846,止损,12,,2024
489,2024-10-28 12:00,做多,68306.1,68306.1,68306.1,回退6K极值,,682.24,0.999,成交,弱突破,,,2024-10-28 12:00,68395.2,0,0.131,弱突破平仓,否,,0.0,0.0,否,7.84,5.516,止损,13,,2024
490,2024-10-27 20:00,做多,67450.0,67450.0,67450.0,回调基准,0.0,703.59,1.043,成交,弱突破,,,2024-10-27 20:00,67759.9,0,0.44,弱突破平仓,否,,0.0,0.0,否,9.21,6.565,止损,17,,2024
491,2024-10-26 00:00,做空,67222.4,67329.2,67329.2,回调基准,0.159,791.37,1.175,成交,确认,68120.57,59249.7,2024-10-27 04:00,67302.85,7,0.033,KAMA跟踪止损,否,,2.63,-0.18,否,,,,,,2024
492,2024-10-25 00:00,做多,68000.0,67615.3,67615.3,回调基准,0.566,749.36,1.108,成交,确认,66865.94,82490.67,2024-10-25 16:00,67615.3,4,0.0,KAMA跟踪止损,否,,1.81,-0.58,否,,,,,,2024
493,2024-10-24 20:00,做多,67615.3,66921.7,,回调基准,1.026,748.98,1.119,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
494,2024-10-23 16:00,做空,66613.0,66613.0,66613.0,回调基准,0.0,713.45,1.071,成交,弱突破,,,2024-10-23 16:00,66406.1,0,0.29,弱突破平仓,否,,0.0,0.0,否,2.09,-0.048,止损,4,,2024
495,2024-10-18 20:00,做多,68371.0,67673.9,67673.9,回调基准,1.02,864.24,1.277,成交,确认,66809.66,82562.16,2024-10-21 20:00,67948.29,18,-0.923,KAMA跟踪止损,是,69020.1,2.8,-1.19,否,,,,,,2024
496,2024-10-17 16:00,做空,66888.0,66888.0,66888.0,回调基准,0.0,888.66,1.329,成交,弱突破,,,2024-10-17 16:00,66853.6,0,0.039,弱突破平仓,否,,0.0,0.0,否,0.43,-0.578,止损,4,,2024
497,2024-10-14 20:00,做多,65221.6,65221.6,65221.6,回退6K极值,,776.82,1.191,成交,确认,64444.78,79570.35,2024-10-15 12:00,65221.6,4,0.0,KAMA跟踪止损,否,,2.01,-0.03,否,,,,,,2024
498,2024-10-14 16:00,做多,64676.7,62938.1,,回调基准,2.688,769.56,1.223,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
499,2024-10-14 12:00,做多,64377.6,62960.0,,回调基准,2.202,761.44,1.209,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
500,2024-10-13 20:00,做空,62486.1,62781.0,62781.0,回调基准,0.472,701.22,1.117,成交,确认,63482.22,55247.28,2024-10-14 08:00,63482.22,3,-1.0,前3K止损,否,,1.02,-2.54,否,,,,,,2024
501,2024-10-11 20:00,做多,61294.7,61294.7,61294.7,回调基准,0.0,776.08,1.266,成交,确认,60518.62,74779.53,2024-10-13 16:00,62552.51,11,0.989,KAMA跟踪止损,是,63042.4,3.54,1.28,否,,,,,,2024
502,2024-10-10 00:00,做空,61600.1,61843.6,61843.6,回调基准,0.395,729.53,1.18,成交,确认,62573.13,54422.37,2024-10-11 16:00,61030.16,10,0.534,KAMA跟踪止损,是,60606.4,4.76,0.88,否,,,,,,2024
503,2024-10-08 04:00,做空,62265.0,62265.0,62265.0,回调基准,0.0,769.86,1.236,成交,弱突破,,,2024-10-08 04:00,62190.7,0,0.097,弱突破平仓,否,,0.0,0.0,否,0.69,-0.43,止损,4,,2024
504,2024-10-06 20:00,做多,62344.0,62344.0,62344.0,回调基准,0.0,673.8,1.081,成交,确认,61670.2,76059.68,2024-10-08 00:00,62731.0,7,-0.559,KAMA跟踪止损,是,63494.6,3.38,-0.13,否,,,,,,2024
505,2024-10-05 00:00,做多,61985.0,61985.0,61985.0,回退6K极值,,894.72,1.443,成交,弱突破,,,2024-10-05 00:00,62337.0,0,0.393,弱突破平仓,否,,0.0,0.0,否,0.76,0.0,止损,6,,2024
506,2024-10-04 20:00,做多,61616.0,61616.0,61616.0,回退6K极值,,874.21,1.419,成交,弱突破,,,2024-10-04 20:00,61843.1,0,0.26,弱突破平仓,否,,0.0,0.0,否,1.37,0.2,止损,4,,2024
507,2024-10-02 04:00,做空,61100.0,62825.0,,回调基准,-2.823,779.12,1.24,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
508,2024-10-02 00:00,做空,61801.6,62825.0,,回调基准,-1.656,732.75,1.166,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
509,2024-10-01 20:00,做空,62825.0,62825.0,62825.0,回调基准,0.0,666.98,1.062,成交,弱突破,,,2024-10-01 20:00,62613.8,0,0.317,弱突破平仓,否,,0.0,0.0,否,4.6,0.755,止损,7,,2024
510,2024-09-30 16:00,做空,64150.0,65401.0,,回调基准,-1.95,639.91,0.978,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
511,2024-09-26 16:00,做多,63971.0,63971.0,63971.0,回调基准,0.0,771.6,1.206,成交,确认,63199.4,78044.62,2024-09-30 08:00,65278.51,22,1.796,KAMA跟踪止损,是,65200.0,3.88,0.24,否,,,,,,2024
512,2024-09-25 00:00,做多,63925.5,63790.0,63790.0,回调基准,0.212,787.76,1.235,成交,确认,63002.24,77823.8,2024-09-25 16:00,63790.0,4,0.0,KAMA跟踪止损,否,,1.58,-0.65,否,,,,,,2024
513,2024-09-23 08:00,做多,64000.0,63423.7,63423.7,回调基准,0.9,768.21,1.211,成交,确认,62655.49,77376.91,2024-09-24 00:00,63423.7,4,0.0,KAMA跟踪止损,否,,1.58,-0.61,否,,,,,,2024
514,2024-09-23 04:00,做多,63546.9,63546.9,63546.9,回调基准,0.0,721.22,1.135,成交,弱突破,,,2024-09-23 04:00,63558.4,0,0.016,弱突破平仓,否,,0.0,0.0,否,1.85,-1.0,止损,1,,2024
515,2024-09-22 16:00,做空,62801.2,62936.8,62936.8,回调基准,0.216,744.63,1.183,成交,弱突破,,,2024-09-22 16:00,62751.4,0,0.249,弱突破平仓,否,,0.0,0.0,否,0.95,-1.0,止损,3,,2024
516,2024-09-19 04:00,做多,61320.7,60747.7,60747.7,回调基准,0.934,934.49,1.538,成交,确认,59813.21,74112.19,2024-09-20 20:00,62657.08,10,2.1,KAMA跟踪止损,是,62604.5,5.56,1.29,否,,,,,,2024
517,2024-09-17 20:00,做多,59274.4,58766.0,,回调基准,0.858,759.75,1.293,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
518,2024-09-16 20:00,做空,58079.7,58079.7,58079.7,回调基准,0.0,736.64,1.268,成交,弱突破,,,2024-09-16 20:00,57860.7,0,0.297,弱突破平仓,否,,0.0,0.0,否,1.09,0.0,止损,4,,2024
519,2024-09-16 08:00,做空,58654.0,58654.0,58654.0,回退6K极值,,724.27,1.235,成交,弱突破,,,2024-09-16 08:00,58546.5,0,0.148,弱突破平仓,否,,0.0,0.0,否,2.06,0.106,止损,7,,2024
520,2024-09-13 20:00,做多,58606.6,58606.6,58606.6,回调基准,0.0,840.34,1.434,成交,确认,57766.26,71500.05,2024-09-16 04:00,59240.58,14,-0.692,KAMA跟踪止损,是,60456.2,3.4,0.08,否,,,,,,2024
521,2024-09-12 08:00,做多,57954.4,57729.0,57729.0,回调基准,0.389,924.25,1.601,成交,确认,56804.75,70429.38,2024-09-13 00:00,57729.0,4,0.0,KAMA跟踪止损,否,,1.52,-0.73,否,,,,,,2024
522,2024-09-10 00:00,做多,55774.9,55774.9,55774.9,回退6K极值,,863.72,1.549,成交,确认,54911.18,68045.38,2024-09-11 08:00,56643.82,8,0.382,KAMA跟踪止损,是,57183.2,4.26,1.05,否,,,,,,2024
523,2024-09-06 20:00,做空,55250.0,55250.0,55250.0,回退6K极值,,959.68,1.737,成交,确认,56209.68,48620.0,2024-09-09 04:00,54792.49,14,-0.854,KAMA跟踪止损,是,53515.3,4.96,-0.09,否,,,,,,2024
524,2024-09-05 20:00,做空,56154.0,56154.0,56154.0,回调基准,0.0,944.82,1.683,成交,弱突破,,,2024-09-05 20:00,55947.0,0,0.219,弱突破平仓,否,,0.0,0.0,否,1.61,-0.423,止损,4,,2024
525,2024-09-04 08:00,做空,57320.0,57320.0,57320.0,回退6K极值,,876.74,1.53,成交,确认,58196.74,50441.6,2024-09-05 00:00,57320.0,4,0.0,KAMA跟踪止损,否,,2.11,-2.06,否,,,,,,2024
526,2024-09-04 04:00,做空,57530.1,58354.8,,回调基准,-1.434,875.64,1.501,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
527,2024-09-03 04:00,做多,58783.0,58626.3,58626.3,回调基准,0.267,874.07,1.491,成交,确认,57752.23,71524.09,2024-09-03 20:00,58626.3,4,0.0,KAMA跟踪止损,否,,1.98,-1.87,否,,,,,,2024
528,2024-09-01 08:00,做空,58700.0,58700.0,58700.0,回退6K极值,,893.49,1.522,成交,弱突破,,,2024-09-01 08:00,58501.6,0,0.222,弱突破平仓,否,,0.0,0.0,否,2.69,0.0,止损,4,,2024
529,2024-08-30 20:00,做空,58650.0,58650.0,58650.0,回退6K极值,,1023.53,1.745,成交,确认,59673.53,51612.0,2024-08-31 12:00,58650.0,4,0.0,KAMA跟踪止损,否,,1.92,-1.34,否,,,,,,2024
530,2024-08-29 20:00,做多,60450.0,60131.0,60131.0,回调基准,0.528,1036.95,1.724,成交,确认,59094.05,73359.82,2024-08-30 00:00,59094.05,1,-1.0,前3K止损,否,,1.33,-2.09,否,,,,,,2024
531,2024-08-27 20:00,做空,62200.2,62200.2,62200.2,回退6K极值,,794.58,1.277,成交,确认,62994.78,54736.18,2024-08-29 16:00,59810.57,11,2.471,KAMA跟踪止损,是,59384.5,7.04,0.06,否,,,,,,2024
532,2024-08-27 16:00,做空,62618.0,62618.0,62618.0,回退6K极值,,794.99,1.27,成交,弱突破,,,2024-08-27 16:00,62392.5,0,0.284,弱突破平仓,否,,0.0,0.0,否,7.66,3.531,止损,12,,2024
533,2024-08-27 04:00,做空,63032.0,63032.0,63032.0,回退6K极值,,825.26,1.309,成交,弱突破,,,2024-08-27 04:00,62807.6,0,0.272,弱突破平仓,否,,0.0,0.0,否,8.27,3.904,止损,15,,2024
534,2024-08-24 00:00,做多,62307.6,62307.6,62307.6,回退6K极值,,978.38,1.57,成交,确认,61329.22,76015.27,2024-08-26 12:00,63557.91,15,0.806,KAMA跟踪止损,是,64019.9,4.6,1.81,否,,,,,,2024
535,2024-08-23 20:00,做多,61370.0,61364.0,61364.0,回调基准,0.01,945.79,1.541,成交,弱突破,,,2024-08-23 20:00,61499.0,0,0.143,弱突破平仓,否,,0.0,0.0,否,6.21,2.32,止损,16,,2024
536,2024-08-22 00:00,做多,60192.3,60192.3,60192.3,回退6K极值,,985.48,1.637,成交,确认,59206.82,73434.61,2024-08-22 20:00,60192.3,5,0.0,KAMA跟踪止损,否,,2.66,-0.86,否,,,,,,2024
537,2024-08-20 12:00,做多,60887.0,60887.0,60887.0,回退6K极值,,970.07,1.593,成交,弱突破,,,2024-08-20 12:00,60899.9,0,0.013,弱突破平仓,否,,0.0,0.0,否,0.1,-1.0,止损,2,,2024
538,2024-08-20 08:00,做多,59585.4,58736.6,,回调基准,1.425,938.87,1.598,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
539,2024-08-19 04:00,做空,59122.1,59122.1,59122.1,回调基准,0.0,983.18,1.663,成交,确认,60105.28,52027.45,2024-08-20 00:00,59083.8,5,0.039,KAMA跟踪止损,否,,2.32,-0.24,否,,,,,,2024
540,2024-08-16 00:00,做空,57679.6,57679.6,57679.6,回调基准,0.0,1227.94,2.129,成交,确认,58907.54,50758.05,2024-08-16 16:00,57679.6,4,0.0,KAMA跟踪止损,否,,2.97,-1.69,否,,,,,,2024
541,2024-08-14 00:00,做多,60390.8,60390.8,60390.8,回调基准,0.0,1288.76,2.134,成交,弱突破,,,2024-08-14 00:00,60792.1,0,0.311,弱突破平仓,否,,0.0,0.0,否,2.4,0.0,止损,5,,2024
542,2024-08-12 04:00,做空,59512.2,60721.0,,回调基准,-2.031,1233.97,2.032,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
543,2024-08-08 20:00,做多,57688.8,57454.0,57454.0,回调基准,0.407,1676.4,2.918,成交,确认,55777.6,70093.88,2024-08-12 00:00,59878.92,19,0.384,KAMA跟踪止损,是,61659.8,9.2,3.06,否,,,,,,2024
544,2024-08-08 00:00,做空,55516.3,55516.3,55516.3,回调基准,0.0,1755.3,3.162,成交,弱突破,,,2024-08-08 00:00,54739.9,0,0.442,弱突破平仓,否,,0.0,0.0,否,1.79,-1.0,止损,2,,2024
545,2024-08-07 00:00,做多,56599.0,56254.8,56254.8,回调基准,0.608,1958.61,3.482,成交,弱突破,,,2024-08-07 00:00,56737.0,0,0.246,弱突破平仓,否,,0.0,0.0,否,2.57,0.0,止损,5,,2024
546,2024-08-06 20:00,做多,56254.8,56254.8,56254.8,回调基准,0.0,1940.07,3.449,成交,弱突破,,,2024-08-06 20:00,56370.0,0,0.059,弱突破平仓,否,,0.0,0.0,否,2.57,0.0,止损,6,,2024
547,2024-08-04 20:00,做空,59800.0,59800.0,59800.0,回调基准,0.0,1158.72,1.938,成交,确认,60958.72,52624.0,2024-08-05 08:00,52624.0,3,7.263,止盈,是,53864.1,12.67,0.39,否,,,,,,2024
548,2024-08-04 00:00,做空,60473.3,60473.3,60473.3,回调基准,0.0,1220.12,2.018,成交,弱突破,,,2024-08-04 00:00,60216.7,0,0.21,弱突破平仓,否,,0.0,0.0,否,1.11,0.0,止损,4,,2024
549,2024-08-03 04:00,做空,62350.0,63312.0,,回调基准,-1.543,1234.49,1.95,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
550,2024-08-01 04:00,做空,64894.0,65254.5,65254.5,回调基准,0.556,1026.72,1.573,成交,确认,66281.22,57423.96,2024-08-02 04:00,64847.69,6,-1.508,KAMA跟踪止损,是,62892.6,4.57,-0.61,否,,,,,,2024
551,2024-08-01 00:00,做空,65254.5,65254.5,65254.5,回调基准,0.0,979.39,1.501,成交,弱突破,,,2024-08-01 00:00,65229.8,0,0.025,弱突破平仓,否,,0.0,0.0,否,4.57,0.415,止损,7,,2024
552,2024-07-29 08:00,做多,68300.0,68246.6,68246.6,回调基准,0.078,951.79,1.395,成交,确认,67294.81,83260.85,2024-07-30 00:00,68283.72,4,0.039,KAMA跟踪止损,否,,2.69,-2.76,否,,,,,,2024
553,2024-07-27 20:00,做多,68278.8,68278.8,68278.8,回退6K极值,,904.63,1.325,成交,确认,67374.17,83300.14,2024-07-28 04:00,67374.17,2,-1.0,前3K止损,否,,1.35,-2.42,否,,,,,,2024
554,2024-07-26 20:00,做多,67470.4,67470.4,67470.4,回调基准,0.0,986.64,1.462,成交,弱突破,,,2024-07-26 20:00,67528.0,0,0.058,弱突破平仓,否,,0.0,0.0,否,2.83,0.574,止损,7,,2024
555,2024-07-26 08:00,做多,66144.0,65606.3,,回调基准,0.813,1004.21,1.531,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
556,2024-07-25 08:00,做空,65040.5,65450.8,65450.8,回调基准,0.631,938.16,1.433,成交,确认,66388.96,57596.7,2024-07-26 04:00,65317.52,5,0.142,KAMA跟踪止损,否,,3.05,-1.06,否,,,,,,2024
557,2024-07-25 04:00,做空,65450.8,65450.8,65450.8,回调基准,0.0,933.9,1.427,成交,弱突破,,,2024-07-25 04:00,65350.8,0,0.107,弱突破平仓,否,,0.0,0.0,否,3.05,0.143,止损,6,,2024
558,2024-07-24 00:00,做空,65921.7,66784.1,,回调基准,-1.308,973.97,1.458,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
559,2024-07-22 04:00,做多,67719.8,67412.4,67412.4,回调基准,0.454,931.1,1.381,成交,确认,66481.3,82243.13,2024-07-22 20:00,67412.4,4,0.0,KAMA跟踪止损,否,,1.55,-1.3,否,,,,,,2024
560,2024-07-19 20:00,做多,65098.9,65098.9,65098.9,回调基准,0.0,1007.27,1.547,成交,确认,64091.63,79420.66,2024-07-22 00:00,66314.86,13,0.42,KAMA跟踪止损,是,67107.8,4.03,1.0,否,,,,,,2024
561,2024-07-18 20:00,做空,63823.0,63823.0,63823.0,回调基准,0.0,1019.69,1.598,成交,弱突破,,,2024-07-18 20:00,63500.1,0,0.317,弱突破平仓,否,,0.0,0.0,否,0.97,-0.466,止损,4,,2024
562,2024-07-17 08:00,做多,65388.0,64988.8,64988.8,回调基准,0.611,1111.04,1.71,成交,确认,63877.76,79286.34,2024-07-18 00:00,64988.8,4,0.0,KAMA跟踪止损,否,,1.51,-1.79,否,,,,,,2024
563,2024-07-17 00:00,做多,64988.8,64988.8,64988.8,回调基准,0.0,1099.14,1.691,成交,弱突破,,,2024-07-17 00:00,65125.2,0,0.124,弱突破平仓,否,,0.0,0.0,否,1.71,0.0,止损,4,,2024
